,x,y,z
'Crematogaster sp. ss_AUS2',-206.0742152003704,-63.15092913793435,-51.390912891850455
'Crematogaster sp. ss_AUS3',155.80916126960477,29.400746006492575,-155.31962286501533
'Crematogaster sp. ss_AUS5',-209.75493644393916,-68.02827681291282,28.971364474885835
'Cricotopus sp. CH6_3',77.96766248623847,194.9881322175925,-115.25057344269585
'Diamphipnopsis sp. BYU_PL138',139.73396514503375,243.41716961439408,-161.31966343151012
'Dorylus Dorylus sp. 1 DJCK-2007',33.12478709642398,-35.08839443179204,217.46705740318552
'Dorylus Dorylus sp. 2 DJCK-2007',17.371008766787966,-176.48703291598656,133.1215207220892
'Dorylus Dorylus sp. 3 DJCK-2007',69.77886550143529,-176.6385777152694,-116.48157888717613
'Dorylus Rhogmus sp. 1 DJCK-2007',-12.04623232938923,203.87271092172955,91.6602576069957
'Dorylus Typhlopone sp. 1 DJCK-2007',-81.04943159098879,-149.60234843197804,141.89818379303122
'Drosophila bipatita nomen nudum',-5.935169213788246,210.5163227166992,-22.812807289470186
'Drosophila borusta nomen nudum',219.26435833460417,43.20720524476896,-2.02931007984316
'Drosophila clefta nomen nudum',115.85522692271418,132.9347638649541,-136.1807600577172
'Empis Coptophlebia sp. 1 BKC-2015',-79.60642188137773,197.9983208572665,-76.93591347234893
'Empis Coptophlebia sp. 2 BKC-2015',208.14737191435398,-14.93963144443133,-90.414906141929
'Empis Empis sp. BKC-2015',-165.14730697640937,142.912354877602,-30.804426261972836
'Empis Polyblepharis nr. crassa BKC-2015',-34.34852966044854,-181.13411533977452,113.52435752169197
'Empis Pyrrempis sp. BKC-2015',80.12230199727941,13.890913099210248,209.62644794529692
'Eremopedes Oreopedes sp. SING0474',198.53329126083216,-142.8968143620827,-207.18526690673653
'Formicinae sp. Genus_01 ZA02',-25.323103830202644,-31.130902386814373,-219.88211735042302
'Formicinae sp. Genus_01 ZA03',-103.47167711562773,-154.46181716963758,120.13774415865186
'Heteralonia Acrodisca sp. ANIC 29-043743',136.33003304714967,57.03322337470581,172.90841240989712
'Hydraena Hydraenopsis sp. IBE AF90',-77.0791434462313,211.47033856894168,45.752432387304424
'Hylaeus Deranchylaeus sp. 1 PK-2011',124.12110832825027,-138.10884959129254,122.30643378044857
'Hylaeus Deranchylaeus sp. PK-2011',52.30669968051954,98.16876476990123,193.90521448515398
'Hylaeus Metylaeus sp. PK-2011',194.01783839192845,-109.64194228950755,8.354472119689824
'Hylaeus Nesoprosopis sp. PK-2011',189.50517404070462,-63.95968881504179,99.48403907335421
'Hylaeus Nothylaeus sp. PK-2011',-40.65452632390054,176.21339123710686,131.13775577509418
'Hylaeus Prosopis sp. PK-2011',-103.12470852743697,177.41979833933382,-90.00347685512166
'Lepidoptera sp. BOLD AAA6109',-137.3369424495925,-29.334168954578583,89.42572601039787
'Lepidoptera sp. BOLD AAD5913',6.398294032762494,-94.28067532891703,-141.83120960037635
'Lepidoptera sp. BOLD AAD9806',-115.35342667716026,123.40677654499694,10.306766766905291
'Lepidoptera sp. BOLD AAE7760',8.32153126440234,-86.54525487199919,122.6218898858367
'Lepidoptera sp. BOLD AAF8637',142.38985834724178,94.5543166638526,10.99003456132366
'Lepidoptera sp. BOLD AAF8638',-125.03622108512667,-84.27479378933339,-69.9278598725499
'Lepidoptera sp. BOLD AAF8640',76.32149608935947,148.31424480945498,52.543463298247666
'Lepidoptera sp. BOLD AAF8642',-105.7205743532579,-66.76369632017736,-117.6084993965182
'Lepidoptera sp. BOLD AAG6373',127.8577702832105,-109.61441926537128,28.38786741132517
'Lepidoptera sp. BOLD AAG6622',20.67714370275056,135.63470780919096,-108.16252622900386
'Lepidoptera sp. BOLD AAG6623',-44.95295760729438,133.66786071390584,90.84700875893677
'Lepidoptera sp. BOLD AAG6626',139.413632198132,17.830247433926935,103.24332899629584
'Lepidoptera sp. BOLD AAG6627',-146.33936030596536,54.54418766492318,51.24669653551631
'Lepidoptera sp. BOLD AAG6628',-116.07344010313058,-115.57942923999829,21.097140974114208
'Lepidoptera sp. BOLD AAG6630',29.93000615169973,169.96967625847824,32.430987054936296
'Lepidoptera sp. BOLD AAG6631',146.54286347478205,-91.80710434947382,5.346886089238221
'Lepidoptera sp. BOLD AAG6633',-22.571506636737983,43.51880567667986,162.30905497215744
'Lepidoptera sp. BOLD AAG6635',-101.22081747135782,101.76318018039434,84.07886928938898
'Lepidoptera sp. BOLD AAJ7589',-107.21358411184364,66.37123183058767,128.10473755624133
'Lepidoptera sp. BOLD AAJ7594',-59.57322613463903,-123.28639658289201,-97.33699365901927
'Lepidoptera sp. BOLD AAJ7601',151.36058209260605,88.47639945142366,25.647653214393678
'Lepidoptera sp. BOLD AAJ7605',-64.42552214985768,-139.9803548643894,-78.74959698544588
'Lepidoptera sp. BOLD AAJ7607',112.97395280837107,112.95537276899756,-82.95433621750158
'Lepidoptera sp. BOLD AAJ7704',9.757610909833033,-6.374824461806801,-176.65940658374384
'Lepidoptera sp. BOLD AAJ7709',-55.349648230630116,125.47897822664143,98.47314426767846
'Lepidoptera sp. BOLD AAM1535',125.8562949210949,-91.71540437574642,70.72659500427379
'Lepidoptera sp. BOLD AAM1536',51.670289268120364,-142.40241812298473,70.87667792414865
'Lepidoptera sp. BOLD AAM1540',44.411158654392075,170.4127190295893,-22.097884251282288
'Lepidoptera sp. BOLD AAN0338',6.1094040321033685,61.85546866423439,59.873520680669955
'Lepisiota sp. AFRC_LIM_03',131.63938516394882,-168.19212798153453,-58.8419749924227
'Lohora sp. JM15_12',-43.10527826368186,4.3310820810007336,-2.514643647737788
'Lohora sp. NW118_20',6.889553395449128,-44.692604398913055,19.200574937465845
'Lutrochus sp. FC_C14',107.76672248364652,183.66015242059066,-111.66813256385592
'Megachile Aethomegachile sp. CJP-2011',100.93406170810177,14.356845705917632,191.7093138828005
'Megachile Austrochile sp. CJP-2011',34.548242232571255,-212.39717146889697,-47.39453650190692
'Megachile Chelostomoda sp. CJP-2011',121.90785969043326,176.92181810251319,66.11511535473994
'Megachile Chrysosarus sp. CJP-2011',44.08916114852459,15.562983770856157,219.11659720711313
'Megachile Hackeriapis sp. CJP-2011',139.97650401303153,175.70544541874204,19.893724395042668
'Megachile Largella sp. CJP-2011',118.85515263887407,-163.93434548710258,-95.37998005352968
'Megachile Rhodomegachile sp. CJP-2011',-203.20322794149632,86.83703595087957,-41.182218057344784
'Meganola sp. BOLD AAU7535',-32.97670401714793,-54.97704476319971,-22.283152994766205
'Miobantia sp. MMP_33',312.2974784026226,8.208798530912716,55.193202359131874
'Miriamica sp. KSP_4486',-27.149657105381387,43.25741631899134,-41.881795689392135
'Nematus sp. 1_KMKC',30.623915839189777,210.20029998295948,-146.20400108461436
'Nematus sp. 2_KMKC',-225.17323431742608,-121.24409556559615,-19.293402921637483
'Notiospathius sp. BOLD AAG9256',-185.58876645521806,-61.05353717526409,-139.78170491889466
'Odonata sp. BOLD AAA6533',-60.81253601043451,324.7329800710562,-106.8160667076385
'Odonata sp. BOLD AAC6206',182.03354157419508,36.11459742486007,-293.2316882187205
'Oxycrepis Adrimus sp. KAO-2001',-104.96342813491862,-19.352369185679116,201.65711566227372
'Oxycrepis Loxandrus nr. amplithorax KAO-1997',-74.17831855450368,-215.21921948403872,31.60474457418145
'Palaeomicroides sp. BOLD AAI2600',-74.33741946931674,143.18531166771623,-20.828533265580845
'Palaeomicroides sp. BOLD AAI5093',5.194065092437996,-149.23152960775482,-61.630463344645
'Panama sp. BOLD AAI4949',199.61687302980505,60.44910423220711,118.75453566610456
'Paramecops sensu lato sp. ARC2615',-80.23090840324515,140.9620930852967,133.36050172007427
'Patellapis Chaetalictus sp. BND-2001',25.220527511693035,-184.43938317787928,-123.7333534802594
'Patellapis Lomatalictus sp. BND-2001',-218.70544163724952,55.38354151722858,-2.0702875397316802
'Patellapis Pachyhalictus sp. BND-2001',-4.582495756984658,6.391111907200002,-223.93612031688457
'Pelonomites sp. IBE_RA781',110.21640939466212,196.97310471649297,-3.2223289773557817
'Petrejoides sp. DDM_3208',-27.94928520260099,207.10290610687895,-109.62831918427929
'Petrejoides sp. DDM_3246',21.62107436815984,234.26211806168072,-25.10068114231204
'Petrejoides sp. DDM_3248',-125.57231439646479,81.46853722336941,-177.11834080235428
'Platynectes Agametrus sp. MB 6316',-88.33014062028893,99.9691262087275,176.9605324095196
'Platynectes Agametrus sp. MB 6317',162.25875172853412,16.072853674718274,-159.56595972878847
'Polypedilum Uresipedilum sp. 1 SRM-2010',125.88073716705466,-133.54232658361926,-138.4581466810042
'Polyrhachis Campomyrma sp. BATH3',-131.45666779040076,141.56504900380506,103.00864942553777
'Polyrhachis Myrma sp. 6 DM-2014',-107.61605701579008,-129.67833181909234,-142.01961583317754
'Polyrhachis Myrmhopla sp. 2 DM-2014',-96.85672249542161,120.8572927415391,158.74799840898268
'Polyrhachis Myrmhopla sp. 3 DM-2014',-84.58814590614482,103.4016152448546,-178.05563990647215
'Polyrhachis Myrmhopla sp. 4 DM-2014',-107.75604618065688,-89.69706538076595,170.37516810606837
'Polyrhachis Myrmhopla sp. 7 DM-2014',45.77697566332839,-37.892984141745515,-214.5283560867593
'Polyrhachis Myrmothrinax sp. 8 DM-2014',212.78830800408608,50.84492702125771,-40.05398691628035
'Polyrhachis Myrmothrinax sp. 9 DM-2014',160.20117066327472,122.68755805688245,-92.19360218044794
'Polyrhachis sensu stricto sp. FMNH-INS 2842081',-156.09890231541962,-75.171121942456,137.40071444046532
'Polyrhachis sensu stricto sp. FMNH-INS 2842088',54.410126585427506,-215.2313860606573,2.84112321238218
'Polyrhachis sensu stricto sp. FMNH-INS 2842091',131.44790593740666,-112.99748486870412,-137.7539497730967
'Polyrhachis sensu stricto sp. FMNH-INS 2842202',-112.51754451774578,-165.31480849870815,-95.3545097295929
'Polyrhachis sensu stricto sp. FMNH-INS 2842203',108.01732616374623,-147.11552882226047,-124.6362618962549
'Pompilus Perissopompilus sp. JR-2015',-44.49991209954458,213.93726693205758,-74.06381925691397
'Proculejus sp. DDM_2867',-39.80658511585783,-165.80603098334723,155.75780651556735
'Proculejus sp. DDM_3195',-140.61417825600245,-87.1039216245137,-167.04849650069642
'Proculejus sp. DDM_3199',-186.61963634111555,-139.46526670022757,23.58974741538403
'Proculejus sp. DDM_3211',25.790546239894915,56.400456083238836,225.52694761280557
'Psectrocladius Allopsectrocladius sp. 1 SRM-2010',171.12376386437265,-70.30862485600454,147.95616105160323
'Psectrocladius Psectrocladius sp. 1 SRM-2010',133.22773476635297,181.83895045076443,74.40579794526556
'Ptomaphaginus cf. latimanus BOLD ACK0183',147.00905206144895,-146.11401672395394,-104.66332890243781
'Rhamphomyia Pararhamphomyia sp. BKC-2015',-167.69978330332128,-140.5091708060403,-51.46295250828193
'Scaptotrigona nigrohirta nomen nudum',-27.038666321634192,-39.3601951079008,217.0727067568818
'Sphenarium sp. Orth107_Gro3',149.44334909749028,-247.92211775997723,-135.24983410008255
'Sphenarium sp. Orth108_Gro3',-263.63675832756127,15.62442377901899,179.20309597221248
'Sphenarium sp. Orth139_Gro4',-311.64608310876986,25.53815350143599,-62.429060080562074
'Sphenarium sp. Orth140_Gro4',-163.2415124508589,-250.79260060278168,-111.57081747562607
'Sphenarium sp. Orth182_Gro7',121.7616287734675,189.52533607139844,226.47494747286382
'Sphenarium sp. Orth183_Oax9',152.95249742979112,149.56791927999336,237.01116138522005
'Sphenarium sp. Orth184_Oax9',-236.17942819000365,-199.48412872961225,79.53645353380847
'Sphenarium sp. Orth186_Gro8',215.08205648985754,-221.72916824822474,81.07400280866796
'Sphenarium sp. Orth203_Gro9',-204.98355014270066,-105.84531068565217,220.41741838532485
'Sphenarium sp. Orth205_Gro9',-300.08496205086874,-104.42494685417672,28.626903781488938
'Sphenarium sp. Orth206_Gro7',164.21034531422217,254.69784412676387,102.06957937063578
'Sphenarium sp. Orth26_Gro1',-301.13711555569483,62.71221519783327,84.61209195475655
'Sphenarium sp. Orth32_Gro2',-214.57044659677288,119.22841801692451,-204.4149156008695
'Sphenarium sp. Orth33_Gro2',52.48565950128796,170.27310950971645,264.77372507627683
'Sphenarium sp. Orth47_Oax2',-183.64576479478663,-182.96840030971745,186.1413531480668
'Sphenarium sp. Orth60_Gro4',-188.352302986083,-256.8637429221815,-19.92883974602998
'Sphenarium sp. Orth69_Gro6',-243.98223428720425,-100.73995210333759,-179.69943271231332
'Sphenarium sp. Orth71_Gro6',-79.14893540848821,244.70167377215316,189.45382139068568
'Sphenarium sp. Orth78_Oax2',-217.95304046351788,-125.50805332606707,196.49664946298944
'Troglocharinus sp. IBE ESP VR7',-222.79596318090714,60.96979566059211,-6.360140271056827
'Troglocharinus sp. IBE ESP VR8',172.35861947954325,-146.52628417698347,-58.425319990538746
'Veturius sp. DDM_3201',-53.601477049679836,-220.99405486406954,40.093915716587745
'Vindex sp. DDM_3250',-218.73647386746995,82.75608135575847,-15.47985311173867
'Wakarumbia fascicularis nomen nudum',228.35613497545887,-64.21326250034421,18.665244575945618
'Wakarumbia monacha nomen nudum',37.90393746096918,-68.14582660913723,-225.69681173037054
'Wakarumbia nepeensis nomen nudum',46.262957710668935,187.75408132936178,135.83458768703335
'Zavrelimyia Paramerina sp. 1 SRM-2010',-208.2831767672422,109.93824665470898,-21.16165808311066
'Zavrelimyia Paramerina sp. 2 SRM-2010',-91.5849839614187,-208.91521684446445,-59.68738024779162
1844',-65.06052829813227,-212.77649336080833,-188.15771452250885
Aaroniella_badonneli,122.37725005595581,117.5069845949865,-249.4982751530516
Abacaria_caledona,-171.46961758777772,-40.02314827230101,-95.60613142643147
Abacaria_moselyi,-128.97649181931945,-145.48522117041674,58.656134454266756
Abacetine_sp._KAO-2001,-165.3596213158294,106.78989315102831,54.637215265437696
Abacetus_sp._KAO-2001,108.74880153706086,-87.05495364793994,-184.8151978220055
Abagrotis_alternata,-51.2987270400948,28.353771021579263,-46.32820208512639
Abantis,61.14541432876898,-14.220431769730002,-41.672787167863454
Abasanistus,128.1509867746307,155.23771501531104,117.8900999268904
Abavus,99.52517578782992,189.9628855302185,-97.32467144976434
Abdera_quadrifasciata,-107.5920431596627,173.07622450048925,-101.69651023231164
Abedus_breviceps,-284.23329898628884,-40.26336518877445,-65.27173314476696
Abia,45.162789678401886,64.2981251677759,-245.81280291344126
Abisara_burnii,-17.779431758575,-57.59972716350145,-16.05624343444529
Abisara_echerius,-11.74643834043148,-27.32933951067112,55.03202909932062
Abisara_freda,25.837235737375888,15.41214182890575,-72.40202509435662
Abisara_fylla,49.948691214005834,18.164694406237906,39.75518030018097
Abisara_fylloides,-24.200711968441517,-59.1946228186434,8.016062957913837
Abisara_geza,61.65621571857424,-35.08867279078508,14.725388487292454
Abisara_kausambi,-57.41824014060262,-0.9355566860029524,24.961884210213768
Abisara_saturata,46.25172080344234,-20.050538836358076,55.10118967137958
Ablabesmyia_sp._1_SRM-2010,131.2044865842054,128.58650965674352,150.22618360778603
Ablabesmyia_sp._2_SRM-2010,153.36134558335124,-181.06889292389712,13.586978446080318
Abraeus_perpusillus,-41.0396085481676,-130.99809416795506,-190.0296204834264
Abraxas,62.46204468638264,19.188625042793834,29.72058922407865
Abropus_carnifex,-155.4557758628348,129.77910864045774,-109.66980897227153
Abrosoma_festinatum,-241.14606909331687,-122.92224819139682,172.8808296965396
Abrota_ganga,9.835701956822652,26.404396102520323,-42.05997475881547
Abtrichia_antennata,-82.88024333474732,-101.5556498027137,-157.67847214205798
Abtrichia_squamosa,196.48850618472562,-53.52189587269758,43.37864279994955
Acacicis_minor,186.392333150998,102.79168353048848,-37.056186779866664
Acalles_aeonii,112.21216670436539,169.52519744817548,60.69579546336429
Acalles_argillosus,-84.96718091222637,-193.5615297484991,6.714083959612279
Acalles_camelus,-177.49606273358768,65.42662569484696,-79.57364873344561
Acalles_cf._hustachei_MB-2015,132.17800927999258,-12.979936942214666,164.84054577128157
Acalles_dispar,-34.07261520043333,151.2254821148557,142.6893467021415
Acalles_echinatus,-135.88046287170204,-91.30782234730911,-134.37431895200228
Acalles_fallax,-50.27170066241043,-159.64280083756756,126.71760405901013
Acalles_globulipennis,154.75279720102557,-139.76252933935515,39.15633121727644
Acalles_grancanariensis,-42.84907017228398,71.52462841261983,193.46218876140725
Acalles_indigens,52.38084321061351,-200.6584719078774,-48.6534040705604
Acalles_lemur,103.48480512454663,73.11354406206821,-173.76699700893582
Acalles_longipilis,-167.8276470680157,-14.00610089588851,125.54959019326697
Acalles_machadoi,-103.99170088221722,-14.643104532453204,-185.0824205664218
Acalles_muelleri,18.678176667375144,194.11558730723695,-89.81309568351249
Acalles_parvulus,127.73280532972966,92.95940556736305,-142.41495918079892
Acalles_pilula,-132.73305185574546,-33.070739140987385,157.1197005158398
Acalles_portosantoensis,160.14143932896667,-138.37966916435542,17.667805404483
Acalles_pulverosus,98.65522796092715,-129.67247467781127,-137.0622027362903
Acalles_saxicola,103.59858375082804,-113.84400082229978,-145.0048904610057
Acalles_sierrae,-181.36635372953717,-24.281285273085867,98.56376263280733
Acalles_silosensis,-148.4172103234213,110.26214468214613,-101.69289691370042
Acalles_sonchi,-118.835144627049,90.88834185782943,-147.29262791473957
Acalles_sp._ARC0888,142.3677373798951,-116.79655048992414,103.81074189769787
Acalles_sp._ARC0889,72.18074072935575,39.623681399985294,-198.87005363231742
Acalles_sp._ARC3535,147.34088865144145,-68.50855453549026,134.85755925947706
Acallocrates_denticollis,133.86014484443396,-133.7857553335794,-98.14541441511113
Acallophilus_sp._ARC5105,-94.38972131198231,52.03564971648941,-181.52455665010905
Acallorneuma_doderoi,-205.07814841237968,-46.317763483203905,-11.079379839160918
Acalyptris_bicornutus,89.72029197793368,107.43651548572436,43.44794343105282
Acalyptris_bipinnatellus,-64.79344028769707,-82.24842996282081,-86.57747445879032
Acalyptris_clinomochla,113.797181586165,-54.36253515620135,28.69324680505825
Acalyptris_gielisi,-62.565440835942624,128.44004688306566,-5.398219859094738
Acalyptris_lesbia,77.35318902177237,50.65881300861718,-99.42751727426376
Acalyptris_loranthella,-36.587758660707806,101.70538247640506,84.5465225077931
Acalyptris_minimella,102.44527554723172,39.99113982397023,-100.03180378043155
Acalyptris_psammophricta,-23.699864566158354,125.67759954158352,25.68287076988792
Acalyptris_pyrenaica,-124.6096969147867,-52.592183500874974,0.019121044677676315
Acalyptris_staticis,-17.928409640886944,-24.318214476228594,-141.35938357783982
Acalyptris_tenuijuxtus,-38.68742684292523,29.730551192288267,-131.1262139226009
Acanalonia_depressa,-8.390482934599019,261.68048439147145,137.51524832095754
Acanalonia_vivada,-255.33901898093453,140.22421541039733,-48.490202906448154
Acanthaspis_bilineolata,232.049661106962,76.19119252356043,-162.34447897475465
Acanthaspis_gulo,-60.67998182310948,271.0535829173709,92.74432290517548
Acanthaspis_iracunda,-104.4609302146664,-219.19916417157802,161.57146959929258
Acanthaspis_laosensis,75.9621671083876,148.63130554609847,239.8707538651933
Acanthaspis_nr._bimaculata_00052192,-196.35948817295414,-118.78025437958428,180.6604331330837
Acanthaspis_quadriannulata,-272.450051700382,-94.69445942726665,-47.136961146849494
Acanthaspis_sp._00052175,-115.34536937952392,-238.97648342973164,121.41148039632401
Acanthaspis_sp._00052205,186.91259500682403,214.62292774025602,70.8676563557879
Acanthaspis_sp._2_CW-2009,65.95895090310742,102.66877916977987,-266.75696172188157
Acanthaspis_sp._CW-2009,92.0566721745417,-167.0376307688768,-222.52367474618967
Acanthaspis_sulcipes,93.782827856591,-268.8579739159649,65.49674454157474
Acanthaspis_westermanni,27.275229749809053,-290.2017313806988,-18.126972729559668
Acanthetropis_noctivaga,153.67288479089527,-141.1769997137416,-96.68109217081887
Acantheucoela_sp._MB409,237.11551648440138,-35.086807409239064,-34.5943327980506
Acanthischium_sp._CW-2009,-78.18224002105254,-279.57072477950976,-32.157157667057874
Acanthoclonia_sp._TRB-2015,202.77728412003594,203.31714160901063,-145.9933499788182
Acanthocnemus_nigricans,124.12517866126676,195.4300971228144,-33.09744452787215
Acanthognathus_ocellatus,-43.14174039297932,-21.544902875712804,218.0664031697422
Acantholophus_sp._DDM-2009,-8.850461310937856,207.54510990271677,49.93254163412452
Acantholyda_posticalis,49.180775465554525,-7.54993958675093,-254.1964716114113
Acanthomyrmex_ferox,-111.44599589871457,98.0221431764578,-165.76099872142473
Acanthonevra_vaga,6.515032012299735,42.89619763222759,217.40131939095423
Acanthoperga_marlatti,84.60026875174839,-46.36355756359367,-239.31775605203936
Acanthoperga_sp._1_SS-2014,118.46519383255468,45.87806143406,-224.33322815892987
Acanthophotopsis_evansii,-172.8064819660106,-131.95341952556439,67.93722307036718
Acanthophotopsis_falciformis,-210.59400124890092,-64.18176628389963,0.6718638448347388
Acanthoplus_sp._OR176,295.4038507123612,123.21646546917108,16.718226675132115
Acanthoponera_minor,-126.48667804840053,184.06277935175558,3.063807123009854
Acanthoproctus_vittatus,-153.9383116740679,131.60575291444977,247.84909915908673
Acanthops_falcataria,-167.05152455061796,-249.52204713647035,102.12946691120946
Acanthops_sp._MN085,-202.0944045259669,239.99714312657198,48.62396223138436
Acanthopteroctetes_unifascia,110.83456285397175,15.779325617700506,95.9995162451502
Acanthopus_excellens,-32.20011342391599,-65.12516929239752,208.60593610263174
Acanthopus_palmatus,72.199580255547,-108.6561255508698,-178.24515804249953
Acanthopus_sp._ACM-2017,-75.75362566678052,32.55374975754907,208.75668971033375
Acanthormius,86.73708261271717,-139.92679994771046,-175.02401749104084
Acanthoscelides_anoditus,102.21514965359147,99.86749947849184,-174.3750559728027
Acanthoscelides_argillaceus,-61.38445548954917,140.03232317128385,159.63111189026722
Acanthoscelides_biustulus,117.84212144949232,-30.44252220116602,-189.283862472853
Acanthoscelides_clandestinus,-99.24575618675317,193.93541939436147,49.029584152572006
Acanthoscelides_cuernavaca,-2.7126793090491588,-4.577867408700045,221.38616521388323
Acanthoscelides_desmodicola,-22.834777944024005,215.5393055099856,-60.96769236304511
Acanthoscelides_desmoditus,-222.75470195048254,4.053774750234665,-7.920150859156369
Acanthoscelides_flavescens,-134.9072300047763,-170.58502852668548,44.63640122903602
Acanthoscelides_guazumae,185.98246708363052,-0.03814549059360361,-126.90879256388011
Acanthoscelides_isla,73.34763014130577,194.85488994828003,81.96219988557141
Acanthoscelides_macrophthalmus,92.79264567654542,-150.41584710070336,133.7386699077784
Acanthoscelides_malvastrumicis,-219.17036266125066,30.851421132136938,18.560178915417616
Acanthoscelides_mazatlan,203.00348547599538,95.17331940323956,2.199644701390727
Acanthoscelides_mexicanus,-89.83500489066557,-175.60099710620455,-104.11415084726252
Acanthoscelides_mundulus,92.97293107599579,-200.9214371267388,25.157794173942026
Acanthoscelides_oblongoguttatus,35.6441428860563,-58.88598667232006,205.51741423820067
Acanthoscelides_obtectus,106.20450909909462,195.0974595114027,-24.560920870773685
Acanthoscelides_obvelatus,-144.01252727017695,-42.341377958992474,161.94257136783577
Acanthoscelides_palmasola,161.24537020401866,-138.66272439311888,-69.59158938386615
Acanthoscelides_puellus,-205.7114717887804,-84.86834928645172,3.1260731495431644
Acanthoscelides_sanblas,-53.28643599601832,104.75088303637459,-187.7026818569131
Acanthoscelides_sanfordi,-199.674447587229,-24.245649444430374,-94.52170051478446
Acanthoscelides_stylifer,-122.13385655134446,134.280063384058,-127.64861757671045
Acanthoscelides_taboga,-211.5999190157669,7.784619361910206,37.84799673643317
Acanthoscelides_zonensis,-175.34740544567427,-53.68851874824976,121.71608324530081
Acanthostichus_brevicornis,118.51333646819057,116.67344722541694,147.62233781766565
Acanthostichus_kirbyi,80.34660804889627,-101.64459929082572,180.08333054533037
Acanthostichus_punctiscapus,47.39493669674035,-208.87533386823034,57.42023892742811
Acanthostichus_quadratus,140.3178082990626,-171.59548200357588,-22.244694759152626
Acanthotermes_acanthothorax,-56.67973822488542,85.11719459602183,-297.35683432908803
Acanthotomicus_sp._1_BHJ-2012,-70.66591574402753,116.33537732834903,132.26356229771278
Acanthotomicus_sp._2_BHJ-2012,59.80750391585088,205.34367168246106,-21.181609662517527
Acanthotomicus_sp._3_BHJ-2012,-92.83251813469191,150.23000688458612,115.1123645249476
Acanthoxyla_geisovii,-253.25438880332902,135.81976984509623,-142.99564370820187
Acantorhogas_sp._713SB,-237.6795619619236,-13.89189845308553,-22.84704293157691
Acartophthalmus_nigrinus,-83.24326549295091,-13.90098161628859,206.2135095580312
Accanthopus_velikensis,-170.46753517218838,-68.8170208751022,131.599397231419
Aceraius_sp._INB096,30.935065907880684,138.3419150643488,186.72500030571368
Achanthiptera_rohrelliformis,-18.00914137620162,-153.5588507621771,-145.59841014571916
Acharia,66.39462290226895,68.13920725139562,-5.857167056826405
Achatodes_zeae,38.073531728556446,40.344406706225946,-25.671695772910205
Acherontia_lachesis,49.91492388414895,64.8333282152415,11.75417724382571
Acherontia_styx,-13.698806697665843,-49.88224669284124,44.41702941602614
Acheta_domesticus,-293.7251251228474,-62.710573356279404,-112.46687055413156
Achlyodes_busirus,36.02715343856189,-4.217279056440719,-18.02532947449118
Acholotermes_chirotus,93.7814241924235,-142.93961397902672,263.1816119592759
Achrioptera_punctipes,-23.434729737026462,293.5663359130506,128.17504275564053
Achrysocharoides_butus,182.4504886318195,136.6284086122219,-76.06639090156354
