GBMNA13247-19;Aotus azarae azarai
GBMNA13248-19;Aotus azarae
GBMTG2646-16;Aotus azarae azarai
GBMA17403-19;Aotus nigriceps
GBMA17402-19;Aotus nigriceps
GBMTG2647-16;Aotus nancymaae
GBMA17408-19;Aotus vociferans
GBMA17407-19;Aotus vociferans
GBMA17396-19;Aotus lemurinus
GBMA17395-19;Aotus griseimembra
GBMTG3033-16;Aotus lemurinus
GBMNA13249-19;Aotus lemurinus
GBMA17394-19;Aotus griseimembra
GBMA17243-19;Alouatta guariba clamitans
GBMTG5283-16;Alouatta seniculus
GBMNA13251-19;Alouatta seniculus
GBMTG3953-16;Lagothrix lagotricha
GBMNA13253-19;Lagothrix lagotricha
GBMTG3032-16;Ateles belzebuth
GBMNA13252-19;Ateles belzebuth
GBMA17302-19;Pan troglodytes troglodytes
GBMA17301-19;Pan troglodytes troglodytes
GBMA17347-19;Pan troglodytes troglodytes
GBMA17328-19;Pan troglodytes troglodytes
GBMA17320-19;Pan troglodytes troglodytes
GBMA17327-19;Pan troglodytes troglodytes
GBMA17291-19;Pan troglodytes schweinfurthii
GBMA17278-19;Pan troglodytes schweinfurthii
GBMA17287-19;Pan troglodytes schweinfurthii
GBMA17282-19;Pan troglodytes schweinfurthii
GBMA17299-19;Pan troglodytes schweinfurthii
GBMA17280-19;Pan troglodytes schweinfurthii
GBMA17284-19;Pan troglodytes schweinfurthii
GBMA17283-19;Pan troglodytes schweinfurthii
GBMA17300-19;Pan troglodytes schweinfurthii
GBMA17281-19;Pan troglodytes schweinfurthii
GBMA17290-19;Pan troglodytes schweinfurthii
GBMA17294-19;Pan troglodytes schweinfurthii
GBMA17285-19;Pan troglodytes schweinfurthii
GBMA17293-19;Pan troglodytes schweinfurthii
GBMA17295-19;Pan troglodytes schweinfurthii
GBMA17297-19;Pan troglodytes schweinfurthii
GBMA17289-19;Pan troglodytes schweinfurthii
GBMA17296-19;Pan troglodytes schweinfurthii
GBMA17288-19;Pan troglodytes schweinfurthii
GBMA17286-19;Pan troglodytes schweinfurthii
GBMA17298-19;Pan troglodytes schweinfurthii
GBMA17292-19;Pan troglodytes schweinfurthii
GBMA17303-19;Pan troglodytes troglodytes
GBMA17349-19;Pan troglodytes troglodytes
GBMA17338-19;Pan troglodytes troglodytes
GBMA17330-19;Pan troglodytes troglodytes
GBMA17308-19;Pan troglodytes troglodytes
GBMA17336-19;Pan troglodytes troglodytes
GBMA17307-19;Pan troglodytes troglodytes
GBMA17318-19;Pan troglodytes troglodytes
GBMA17335-19;Pan troglodytes troglodytes
GBMA17334-19;Pan troglodytes troglodytes
GBMA17329-19;Pan troglodytes troglodytes
GBMA17337-19;Pan troglodytes troglodytes
GBMA17339-19;Pan troglodytes troglodytes
GBMA17331-19;Pan troglodytes troglodytes
GBMA17333-19;Pan troglodytes troglodytes
GBMA17343-19;Pan troglodytes troglodytes
GBMA17316-19;Pan troglodytes troglodytes
GBMA17322-19;Pan troglodytes troglodytes
GBMA17326-19;Pan troglodytes troglodytes
GBMA17346-19;Pan troglodytes troglodytes
GBMA17315-19;Pan troglodytes troglodytes
GBMA17342-19;Pan troglodytes troglodytes
GBMA17314-19;Pan troglodytes troglodytes
GBMA17321-19;Pan troglodytes troglodytes
GBMA17324-19;Pan troglodytes troglodytes
GBMA17317-19;Pan troglodytes troglodytes
GBMA17305-19;Pan troglodytes troglodytes
GBMA17319-19;Pan troglodytes troglodytes
GBMA14091-15;Pan troglodytes troglodytes
GBMA17348-19;Pan troglodytes troglodytes
GBMA17340-19;Pan troglodytes troglodytes
GBMA17323-19;Pan troglodytes troglodytes
GBMA17325-19;Pan troglodytes troglodytes
GBMA17332-19;Pan troglodytes troglodytes
GBMA17312-19;Pan troglodytes troglodytes
GBMA17345-19;Pan troglodytes troglodytes
GBMA17313-19;Pan troglodytes troglodytes
GBMA17311-19;Pan troglodytes troglodytes
GBMA17306-19;Pan troglodytes troglodytes
GBMA17341-19;Pan troglodytes troglodytes
GBMA17304-19;Pan troglodytes troglodytes
GBMA17344-19;Pan troglodytes troglodytes
GBMA17309-19;Pan troglodytes troglodytes
GBMA17310-19;Pan troglodytes troglodytes
GBHS36848-19;Homo sapiens
GBHS33426-19;Homo sapiens
GBHS33994-19;Homo sapiens
GBHS35137-19;Homo sapiens
GBHS33939-19;Homo sapiens
GBHS36818-19;Homo sapiens
GBMA17436-19;Saimiri sciureus
GBHS35926-19;Homo sapiens
GBHS33592-19;Homo sapiens
GBMA18099-19;Xenothrix mcgregori
GBMA17990-19;Hoolock leuconedys
GBMTG3157-16;Nomascus gabriellae
GBMNA13245-19;Nomascus gabriellae
GBMTG1671-16;Nomascus siki
GBMNA13244-19;Nomascus siki
GBMNA13243-19;Nomascus leucogenys
GBMTG3986-16;Nomascus leucogenys
GBMA18001-19;Hoolock tianxing
GBMA17999-19;Hoolock leuconedys x Hoolock tianxing
GBMNA13239-19;Hoolock hoolock
GBMA17989-19;Hoolock hoolock
GBMNA13238-19;Hoolock tianxing
GBMNA13237-19;Hoolock leuconedys
GBMA18002-19;Hoolock tianxing
GBMA18000-19;Hoolock leuconedys x Hoolock tianxing
GBMA17995-19;Hoolock leuconedys
GBMA17997-19;Hoolock leuconedys
GBMA17991-19;Hoolock leuconedys
GBMNA13236-19;Hoolock leuconedys
GBMA17998-19;Hoolock leuconedys
GBMA17994-19;Hoolock leuconedys
GBMA17993-19;Hoolock leuconedys
GBMA17996-19;Hoolock leuconedys
GBMA17992-19;Hoolock leuconedys
GBMNA13246-19;Symphalangus syndactylus
GBMTG1673-16;Symphalangus syndactylus
GBMNA13241-19;Hylobates pileatus
GBMTG1675-16;Hylobates pileatus
GBMNA13242-19;Hylobates lar
GBMTG118-16;Hylobates lar
GBMTG1677-16;Hylobates agilis
GBMNA13240-19;Hylobates agilis
GBMNA16776-19;Pan paniscus
GBMTG076-16;Pan paniscus
GBMA17824-19;Pan paniscus
GBMA17842-19;Pan paniscus
GBMA17833-19;Pan paniscus
GBMA17826-19;Pan paniscus
GBMNA16787-19;Pan paniscus
GBMA17838-19;Pan paniscus
GBMA17827-19;Pan paniscus
GBMNA16783-19;Pan paniscus
GBMA17846-19;Pan paniscus
GBMNA16788-19;Pan paniscus
GBMNA16774-19;Pan paniscus
GBMA17832-19;Pan paniscus
GBMA17834-19;Pan paniscus
GBMNA16784-19;Pan paniscus
GBMA17830-19;Pan paniscus
GBMA17839-19;Pan paniscus
GBMNA16789-19;Pan paniscus
GBMNA16781-19;Pan paniscus
GBMNA16790-19;Pan paniscus
GBMA17835-19;Pan paniscus
GBMA17847-19;Pan paniscus
GBMA17829-19;Pan paniscus
GBMA17844-19;Pan paniscus
GBMA17825-19;Pan paniscus
GBMNA16780-19;Pan paniscus
GBMA17840-19;Pan paniscus
GBMNA16785-19;Pan paniscus
GBMA17843-19;Pan paniscus
GBMNA16777-19;Pan paniscus
GBMA17837-19;Pan paniscus
GBMA17828-19;Pan paniscus
GBMNA16778-19;Pan paniscus
GBMNA16794-19;Pan paniscus
GBMA17836-19;Pan paniscus
GBMNA16773-19;Pan paniscus
GBMNA16792-19;Pan paniscus
GBMNA13234-19;Pan paniscus
GBMA17822-19;Pan paniscus
GBMA17845-19;Pan paniscus
GBMA17831-19;Pan paniscus
GBMNA16779-19;Pan paniscus
GBMNA16791-19;Pan paniscus
GBMNA16775-19;Pan paniscus
GBMNA16772-19;Pan paniscus
GBMNA16786-19;Pan paniscus
GBMA17841-19;Pan paniscus
GBMA17823-19;Pan paniscus
GBMNA16782-19;Pan paniscus
GBMA17360-19;Pan troglodytes verus
GBMA17363-19;Pan troglodytes verus
GTENK002-11;Pan troglodytes
GBMTG075-16;Pan troglodytes
GBMA17354-19;Pan troglodytes verus
GBMA17351-19;Pan troglodytes verus
GBMA17370-19;Pan troglodytes verus
GBMA17357-19;Pan troglodytes verus
GBMNA16626-19;Pan troglodytes
GBMA17373-19;Pan troglodytes verus
GBMA17352-19;Pan troglodytes verus
GBMA17371-19;Pan troglodytes verus
GBMA17353-19;Pan troglodytes verus
GBMA17359-19;Pan troglodytes verus
GBMA17350-19;Pan troglodytes verus
GBMA17364-19;Pan troglodytes verus
GBMA17358-19;Pan troglodytes verus
GBMA17362-19;Pan troglodytes verus
GBMA17372-19;Pan troglodytes verus
GBMA17366-19;Pan troglodytes verus
GBMA17356-19;Pan troglodytes verus
GBMA17376-19;Pan troglodytes verus
GBMA17374-19;Pan troglodytes verus
GBMA17368-19;Pan troglodytes verus
GBMA17375-19;Pan troglodytes verus
GBMA17361-19;Pan troglodytes verus
GBMA17355-19;Pan troglodytes verus
GBMA17365-19;Pan troglodytes verus
GBMA17369-19;Pan troglodytes verus
GBMA17367-19;Pan troglodytes verus
GBMA17267-19;Pan troglodytes ellioti
GBMA14090-15;Pan troglodytes ellioti
GBMA17273-19;Pan troglodytes ellioti
GBMA17270-19;Pan troglodytes ellioti
GBMA17272-19;Pan troglodytes ellioti
GBMA17274-19;Pan troglodytes ellioti
GBMA17269-19;Pan troglodytes ellioti
GBMA17265-19;Pan troglodytes ellioti
GBMA17275-19;Pan troglodytes ellioti
GBMA17271-19;Pan troglodytes ellioti
GBMA17277-19;Pan troglodytes ellioti
GBMA17264-19;Pan troglodytes ellioti
GBMA17266-19;Pan troglodytes ellioti
GBMA17268-19;Pan troglodytes ellioti
GBMA17276-19;Pan troglodytes ellioti
GBMA17279-19;Pan troglodytes schweinfurthii
GBHS27502-19;Homo sapiens
GBMNA18203-19;Homo sapiens
GBMA10544-15;Homo sapiens
GBMA13873-15;Homo sapiens
GBHS36104-19;Homo sapiens
GBHS30774-19;Homo sapiens
GBHS36367-19;Homo sapiens
GBMA11652-15;Homo sapiens
GBMA11441-15;Homo sapiens
GBMA13207-15;Homo sapiens
GBMA13804-15;Homo sapiens
GBHS17505-19;Homo sapiens
GBMA11735-15;Homo sapiens
GBMA11754-15;Homo sapiens
GBMA11727-15;Homo sapiens
GBHS39712-19;Homo sapiens
GBMA13963-15;Homo sapiens
GBMTG4737-16;Homo heidelbergensis
GBHS32543-19;Homo sapiens
GBMA13847-15;Homo sapiens
GBHS24766-19;Homo sapiens
GBHS26219-19;Homo sapiens
GBHS34231-19;Homo sapiens
GBHS33936-19;Homo sapiens
GBHS25216-19;Homo sapiens
GBHS19208-19;Homo sapiens
GBMA10477-15;Homo sapiens
GBHS40276-19;Homo sapiens
GBMA10469-15;Homo sapiens
GBMA12995-15;Homo sapiens
GBHS17532-19;Homo sapiens
GBHS17546-19;Homo sapiens
GBHS19718-19;Homo sapiens
GBHS29494-19;Homo sapiens
GBHS30572-19;Homo sapiens
GBMA13385-15;Homo sapiens
GBMA12959-15;Homo sapiens
GBMA11872-15;Homo sapiens
GBHS36421-19;Homo sapiens
GBHS18639-19;Homo sapiens
GBHS28971-19;Homo sapiens
GBHS18538-19;Homo sapiens
GBHS39017-19;Homo sapiens
GBHS39914-19;Homo sapiens
GBMA13308-15;Homo sapiens
GBMA13674-15;Homo sapiens
GBMA11014-15;Homo sapiens
GBMA11949-15;Homo sapiens
GBHS18373-19;Homo sapiens
GBMA10444-15;Homo sapiens
GBHS33788-19;Homo sapiens
GBHS32653-19;Homo sapiens
GBMA12814-15;Homo sapiens
GBHS38913-19;Homo sapiens
GBHS6236-10;Homo sapiens
GBHS25235-19;Homo sapiens
GBHS33376-19;Homo sapiens
GBHS33651-19;Homo sapiens
GBMA13453-15;Homo sapiens
GBMA11696-15;Homo sapiens
GBMA13639-15;Homo sapiens
GBHS19653-19;Homo sapiens
GBHS18481-19;Homo sapiens
GBHS27479-19;Homo sapiens
GBHS37731-19;Homo sapiens
GBHS18609-19;Homo sapiens
GBHS18404-19;Homo sapiens
GBHS29646-19;Homo sapiens
GBMA13580-15;Homo sapiens
GBMA13787-15;Homo sapiens
GBHS18730-19;Homo sapiens
GBHS25682-19;Homo sapiens
GBHS37473-19;Homo sapiens
GBHS27562-19;Homo sapiens
GBHS26981-19;Homo sapiens
GBHS27609-19;Homo sapiens
GBHS21037-19;Homo sapiens
GBHS32014-19;Homo sapiens
GBHS37240-19;Homo sapiens
GBHS39928-19;Homo sapiens
GBHS39543-19;Homo sapiens
GBHS20854-19;Homo sapiens
GBMA11833-15;Homo sapiens
GBHS38927-19;Homo sapiens
GBMA12812-15;Homo sapiens
GBHS26456-19;Homo sapiens
GBHS40729-19;Homo sapiens
GBHS36809-19;Homo sapiens
GBHS34335-19;Homo sapiens
GBMA10392-15;Homo sapiens
GBHS27080-19;Homo sapiens
GBHS36459-19;Homo sapiens
GBHS33055-19;Homo sapiens
GBHS19752-19;Homo sapiens
GBHS39588-19;Homo sapiens
GBHS29960-19;Homo sapiens
GBHS29744-19;Homo sapiens
GBHS37776-19;Homo sapiens
GBHS23179-19;Homo sapiens
GBMA10653-15;Homo sapiens
GBMA12219-15;Homo sapiens
GBHS19413-19;Homo sapiens
GBHS25736-19;Homo sapiens
GBHS16781-19;Homo sapiens
GBHS25240-19;Homo sapiens
GBHS19261-19;Homo sapiens
GBHS22373-19;Homo sapiens
GBHS25429-19;Homo sapiens
GBHS29620-19;Homo sapiens
GBHS40844-19;Homo sapiens
GBHS17563-19;Homo sapiens
GBHS25385-19;Homo sapiens
GBHS26402-19;Homo sapiens
GBHS38974-19;Homo sapiens
GBHS22211-19;Homo sapiens
GBHS39729-19;Homo sapiens
GBHS15845-19;Homo neanderthalensis
GBMNA13231-19;Homo heidelbergensis
GBHS19679-19;Homo sapiens
GBHS39372-19;Homo sapiens
GBHS22756-19;Homo sapiens
GBHS28741-19;Homo sapiens
GBHS30093-19;Homo sapiens
GBHS30543-19;Homo sapiens
GBHS33298-19;Homo sapiens
GBHS26168-19;Homo sapiens
GBHS37347-19;Homo sapiens
GBHS19176-19;Homo sapiens
GBHS19175-19;Homo sapiens
GBHS25733-19;Homo sapiens
GBHS27794-19;Homo sapiens
GBHS27265-19;Homo sapiens
GBHS26535-19;Homo sapiens
GBHS17251-19;Homo sapiens
GBHS25726-19;Homo sapiens
GBHS31253-19;Homo sapiens
GBHS39223-19;Homo sapiens
GBHS39464-19;Homo sapiens
GBHS29493-19;Homo sapiens
GBHS26145-19;Homo sapiens
GBHS31024-19;Homo sapiens
GBMA11909-15;Homo sapiens
GBHS38801-19;Homo sapiens
GBHS24903-19;Homo sapiens
GBHS35477-19;Homo sapiens
GBHS34520-19;Homo sapiens
GBHS29088-19;Homo sapiens
GBHS40047-19;Homo sapiens
GBHS28887-19;Homo sapiens
GBHS24311-19;Homo sapiens
GBHS34715-19;Homo sapiens
GBHS40601-19;Homo sapiens
GBHS20996-19;Homo sapiens
GBHS25269-19;Homo sapiens
GBHS26814-19;Homo sapiens
GBHS37091-19;Homo sapiens
GBHS24233-19;Homo sapiens
GBHS38472-19;Homo sapiens
GBHS23137-19;Homo sapiens
GBHS28296-19;Homo sapiens
GBHS25786-19;Homo sapiens
GBHS17768-19;Homo sapiens
GBHS29702-19;Homo sapiens
GBHS34644-19;Homo sapiens
GBHS22783-19;Homo sapiens
GBHS22666-19;Homo sapiens
GBMA11965-15;Homo sapiens
GBHS18697-19;Homo sapiens
GBHS32324-19;Homo sapiens
GBHS25657-19;Homo sapiens
GBHS28848-19;Homo sapiens
GBHS26823-19;Homo sapiens
GBHS6362-10;Homo sapiens
GBMA14024-15;Homo sapiens
GBHS27760-19;Homo sapiens
GBHS24996-19;Homo sapiens
GBHS34853-19;Homo sapiens
GBHS21094-19;Homo sapiens
GBHS39022-19;Homo sapiens
GBHS39449-19;Homo sapiens
GBHS29957-19;Homo sapiens
GBHS32293-19;Homo sapiens
GBHS37331-19;Homo sapiens
GBHS31891-19;Homo sapiens
GBHS19089-19;Homo sapiens
GBHS32386-19;Homo sapiens
GBHS19604-19;Homo sapiens
GBHS33450-19;Homo sapiens
GBHS35132-19;Homo sapiens
GBHS34091-19;Homo sapiens
GBHS38018-19;Homo sapiens
GBHS24352-19;Homo sapiens
GBHS30869-19;Homo sapiens
GBMA13083-15;Homo sapiens
GBHS19695-19;Homo sapiens
GBHS34022-19;Homo sapiens
GBMA10490-15;Homo sapiens
GBHS40213-19;Homo sapiens
GBHS27954-19;Homo sapiens
GBMA10318-15;Homo sapiens
GBHS34509-19;Homo sapiens
GBHS26196-19;Homo sapiens
GBHS28009-19;Homo sapiens
GBHS32562-19;Homo sapiens
GBHS31947-19;Homo sapiens
GBHS38636-19;Homo sapiens
GBHS21051-19;Homo sapiens
GBHS23727-19;Homo sapiens
GBHS21993-19;Homo sapiens
GBHS32887-19;Homo sapiens
GBHS39545-19;Homo sapiens
GBHS21575-19;Homo sapiens
GBHS31691-19;Homo sapiens
GBHS24230-19;Homo sapiens
GBHS28825-19;Homo sapiens
GBHS33135-19;Homo sapiens
GBMA11193-15;Homo sapiens
GBHS29178-19;Homo sapiens
GBHS19991-19;Homo sapiens
GBHS33654-19;Homo sapiens
GBHS22482-19;Homo sapiens
GBHS20920-19;Homo sapiens
GBHS20360-19;Homo sapiens
GBHS39815-19;Homo sapiens
GBHS33808-19;Homo sapiens
GBHS18824-19;Homo sapiens
GBHS22341-19;Homo sapiens
GBHS27638-19;Homo sapiens
GBHS18716-19;Homo sapiens
GBHS39367-19;Homo sapiens
GBHS40172-19;Homo sapiens
GBHS30760-19;Homo sapiens
GBHS19698-19;Homo sapiens
GBMA14020-15;Homo sapiens
GBHS31501-19;Homo sapiens
GBHS21068-19;Homo sapiens
GBHS17514-19;Homo sapiens
GBMNA13233-19;Homo denisova
GBHS30839-19;Homo sapiens
GBHS39153-19;Homo sapiens
GBHS29063-19;Homo sapiens
GBHS40582-19;Homo sapiens
GBHS35981-19;Homo sapiens
GBMA10611-15;Homo sapiens
GBHS26195-19;Homo sapiens
GBHS40537-19;Homo sapiens
GBHS35857-19;Homo sapiens
GBHS38597-19;Homo sapiens
GBHS25520-19;Homo sapiens
GBHS39577-19;Homo sapiens
GBHS39480-19;Homo sapiens
GBHS40672-19;Homo sapiens
GBHS29417-19;Homo sapiens
GBHS20774-19;Homo sapiens
GBHS37324-19;Homo sapiens
GBHS20452-19;Homo sapiens
GBHS5096-09;Homo sapiens
GBHS26740-19;Homo sapiens
GBHS18424-19;Homo sapiens
GBHS34994-19;Homo sapiens
GBHS27902-19;Homo sapiens
GBHS21946-19;Homo sapiens
GBHS38215-19;Homo sapiens
GBHS30926-19;Homo sapiens
GBHS35942-19;Homo sapiens
GBHS36023-19;Homo sapiens
GBHS24959-19;Homo sapiens
GBHS25965-19;Homo sapiens
GBHS25435-19;Homo sapiens
GBMA11574-15;Homo sapiens
GBHS39364-19;Homo sapiens
GBHS20463-19;Homo sapiens
GBHS32312-19;Homo sapiens
GBMA11748-15;Homo sapiens
GBHS25613-19;Homo sapiens
GBHS23013-19;Homo sapiens
GBHS34475-19;Homo sapiens
GBHS37589-19;Homo sapiens
GBHS20314-19;Homo sapiens
GBHS40450-19;Homo sapiens
GBHS25464-19;Homo sapiens
GBHS29944-19;Homo sapiens
GBHS23142-19;Homo sapiens
GBHS25412-19;Homo sapiens
GBHS21543-19;Homo sapiens
GBHS33223-19;Homo sapiens
GBHS28401-19;Homo sapiens
GBHS22285-19;Homo sapiens
GBHS35420-19;Homo sapiens
GBHS26188-19;Homo sapiens
GBHS29050-19;Homo sapiens
GBHS23908-19;Homo sapiens
GBHS19280-19;Homo sapiens
GBHS18315-19;Homo sapiens
GBMA13198-15;Homo sapiens
GBHS32981-19;Homo sapiens
GBHS39677-19;Homo sapiens
GBHS34794-19;Homo sapiens
GBHS26147-19;Homo sapiens
GBMA11523-15;Homo sapiens
GBHS25426-19;Homo sapiens
GBHS27628-19;Homo sapiens
GBHS38478-19;Homo sapiens
GBHS23552-19;Homo sapiens
GBHS27237-19;Homo sapiens
GBHS36254-19;Homo sapiens
GBHS29589-19;Homo sapiens
GBHS33160-19;Homo sapiens
GBMA14089-15;Homo neanderthalensis
GBHS28239-19;Homo sapiens
GBMA11544-15;Homo sapiens
GBHS31523-19;Homo sapiens
GBMA12198-15;Homo sapiens
