,x,y,z,order,family,order_eng,family_eng
Notoryctidae,-0.15164276325763726,-0.6499583733930481,-0.7431487659280885,Notoryctemorphia,Notoryctidae,marsupial moles,marsupial moles
Peramelidae,-0.15068605842707924,-0.6499381736601565,-0.7420736145078921,Peramelemorphia,Peramelidae,bandicoots and bilbies,bandicoots
Peroryctidae,-0.15081061125727055,-0.6499829848317095,-0.7423281453917757,Peramelemorphia,Peroryctidae,bandicoots and bilbies,New Guinean bandicoots
Myrmecophagidae,-0.15391277574134812,-0.6541091806327574,-0.7464885660504404,Pilosa,Myrmecophagidae,Pilosa,anteaters
Cyclopedidae,-0.15389750122952967,-0.6540482735443738,-0.7464755364437389,Pilosa,Cyclopedidae,Pilosa,silky anteater
Bradypodidae,-0.15352902968476032,-0.6537014568908144,-0.7463444921867697,Pilosa,Bradypodidae,Pilosa,three-fingered sloths
Megalonychidae,-0.15342447239011964,-0.6535542778769201,-0.7462876901594443,Pilosa,Megalonychidae,Pilosa,two-toed sloths
Dasypodidae,-0.15493444471227213,-0.6540202607372948,-0.7465295329810606,Cingulata,Dasypodidae,Armadillos,armadillos
Chlamyphoridae,-0.1541180646598103,-0.6530466298696156,-0.7462409050781675,Cingulata,Chlamyphoridae,Armadillos,Chlamyphoridae
Tenrecidae,-0.15672359949801798,-0.6514025630212876,-0.745198175570222,Mammalia,Tenrecidae,mammals,tenrecs
Chrysochloridae,-0.15636017641119937,-0.6516489706519025,-0.7454572120829875,Mammalia,Chrysochloridae,mammals,Golden moles
Trichechidae,-0.15547444890252937,-0.6533913339171535,-0.7463538615813479,Sirenia,Trichechidae,manatees and dugongs (seacows),manatees
Dugongidae,-0.15539191363035623,-0.6535218171000682,-0.7463963116032866,Sirenia,Dugongidae,manatees and dugongs (seacows),dugong and sea cow
Elephantidae,-0.15562097686875986,-0.6530013140472565,-0.7462171333544356,Proboscidea,Elephantidae,elephants,elephants
Procaviidae,-0.15529743793234133,-0.6535769767260459,-0.7464173091854405,Hyracoidea,Procaviidae,rock rabbits/dassies,conies
Orycteropodidae,-0.15591762379168259,-0.652130278488073,-0.7458119315212748,Tubulidentata,Orycteropodidae,aardvarks,aardvarks
Macroscelididae,-0.1528147356326549,-0.6532968051299772,-0.7460639734764235,Macroscelidea,Macroscelididae,elephants shrews,elephant shrew
Erinaceidae,-0.1570148300747915,-0.6512017209619007,-0.7335378624827117,Eulipotyphla,Erinaceidae,"hedgehogs, shrews, moles and others",hedgehogs
Talpidae,-0.15730341702494013,-0.6510802771715042,-0.7337500029511117,Eulipotyphla,Talpidae,"hedgehogs, shrews, moles and others","moles, shrew-moles, and desmans"
Soricidae,-0.1552037101149042,-0.6512716462760827,-0.7330981890514063,Eulipotyphla,Soricidae,"hedgehogs, shrews, moles and others",shrews
Solenodontidae,-0.15669256661757253,-0.651452806535818,-0.7332519279131086,Eulipotyphla,Solenodontidae,"hedgehogs, shrews, moles and others",Solenodons
Pteropodidae,-0.160501910214629,-0.6506230679394247,-0.739149373763838,Chiroptera,Pteropodidae,bats,Old World fruit bats
Megadermatidae,-0.16165304962414453,-0.6531378786948209,-0.7374296108858459,Chiroptera,Megadermatidae,bats,false vampire bats
Phyllostomidae,-0.162116690886691,-0.6553850996148407,-0.737885589504484,Chiroptera,Phyllostomidae,bats,American leaf-nosed and vampire bats
Vespertilionidae,-0.1605956112807529,-0.6521230724646369,-0.7359296615976858,Chiroptera,Vespertilionidae,bats,vespertilionid bats
Molossidae,-0.16036767422065076,-0.6510152252489508,-0.7415054948943157,Chiroptera,Molossidae,bats,free-tailed bats
Emballonuridae,-0.1619787443547391,-0.6535760644549001,-0.7385138470383223,Chiroptera,Emballonuridae,bats,"sac-winged, sheath-tailed, and ghost bats"
Rhinolophidae,-0.16036918436461411,-0.6519602969017821,-0.7427779170907517,Chiroptera,Rhinolophidae,bats,Old World leaf-nosed bats
Mormoopidae,-0.16064305341138146,-0.6510232453929703,-0.7378157802672541,Chiroptera,Mormoopidae,bats,Mormoopidae
Natalidae,-0.1608591070152988,-0.6534770843037929,-0.7431092984798524,Chiroptera,Natalidae,bats,funnel-eared bats
Nycteridae,-0.16128476167866326,-0.6539802545680968,-0.7358875374123586,Chiroptera,Nycteridae,bats,hollow-faced bats
Noctilionidae,-0.16211931488904824,-0.655347272820763,-0.7405927172458756,Chiroptera,Noctilionidae,bats,bulldog bats
Mystacinidae,-0.16182678172256806,-0.6539777042208147,-0.7372501752920511,Chiroptera,Mystacinidae,bats,New Zealand short-tailed bats
Rhinopomatidae,-0.1615868692725329,-0.6543696198481963,-0.7363757076847061,Chiroptera,Rhinopomatidae,bats,Mouse-tailed bats
Thyropteridae,-0.16024644704445906,-0.6506340344022837,-0.73753011337587,Chiroptera,Thyropteridae,bats,Disc-winged bats
Furipteridae,-0.1615216631687398,-0.6541781382679254,-0.7421944583235758,Chiroptera,Furipteridae,bats,Smoky bats
Myzopodidae,-0.16172593201276683,-0.6532948532485977,-0.7409744800810252,Chiroptera,Myzopodidae,bats,Myzopodidae
Hipposideridae,-0.16198239535232736,-0.6546485652588487,-0.7410452275833174,Chiroptera,Hipposideridae,bats,Old World leaf-nosed bats
Craseonycteridae,-0.16168612761434012,-0.6527558399475424,-0.7382572347556334,Chiroptera,Craseonycteridae,bats,Kitti's hog-nosed bat
Rhinonycteridae,-0.16012536581852757,-0.6503361674817476,-0.7403948904951904,Chiroptera,Rhinonycteridae,bats,Rhinonycteridae
Equidae,-0.15962346122067606,-0.6528127366026445,-0.7442768031867013,Perissodactyla,Equidae,odd-toed ungulates,horses
Tapiridae,-0.1598963134762324,-0.6525985977149223,-0.7438792460999383,Perissodactyla,Tapiridae,odd-toed ungulates,tapirs
Rhinocerotidae,-0.1594985079662612,-0.6518824762639991,-0.7438090880339326,Perissodactyla,Rhinocerotidae,odd-toed ungulates,rhinoceroses
Manidae,-0.15700414313613842,-0.6516769824878157,-0.7332137148284104,Pholidota,Manidae,pangolins,pangolins
Viverridae,-0.1596084874622482,-0.6595527280792745,-0.7430963802362051,Carnivora,Viverridae,carnivores,civets
Hyaenidae,-0.15961459679025616,-0.6610382920632688,-0.7396946665052239,Carnivora,Hyaenidae,carnivores,hyaenas
Felidae,-0.15962048771101903,-0.6608414423236944,-0.7407722477909248,Carnivora,Felidae,carnivores,cat family
Herpestidae,-0.16123133831343645,-0.6570154730455618,-0.7426144981388697,Carnivora,Herpestidae,carnivores,mongooses
Nandiniidae,-0.16099447812329418,-0.658416086144787,-0.7420423754704214,Carnivora,Nandiniidae,carnivores,African palm civet family
Eupleridae,-0.1608639113145569,-0.6596405298901078,-0.7399607917965767,Carnivora,Eupleridae,carnivores,"falanouc, Malagasy civet, ring-tailed mongoose and others"
Canidae,-0.15839312707025016,-0.6574657820577772,-0.7454076270255894,Carnivora,Canidae,carnivores,"dog, coyote, wolf, fox"
Ursidae,-0.15968115186914855,-0.6535694025482717,-0.744545762750092,Carnivora,Ursidae,carnivores,bears
Procyonidae,-0.15729219640493813,-0.6557205811024409,-0.7462304679270714,Carnivora,Procyonidae,carnivores,"raccoon, coati & olingo"
Mustelidae,-0.16037585968281864,-0.6543234584074065,-0.7440468962064887,Carnivora,Mustelidae,carnivores,"weasel, mink, badger, martens and others"
Otariidae,-0.15906038156378594,-0.6534356284382656,-0.7450095678513692,Carnivora,Otariidae,carnivores,fur seals & sea lions
Odobenidae,-0.15871249422442124,-0.6541922534860913,-0.7454454357208782,Carnivora,Odobenidae,carnivores,walruses
Phocidae,-0.15978451650201136,-0.6551094961599876,-0.744752726272821,Carnivora,Phocidae,carnivores,crawling seals
Mephitidae,-0.15779604875108919,-0.6545210126186917,-0.7459833120900835,Carnivora,Mephitidae,carnivores,skunks
Ailuridae,-0.15840596796950537,-0.6539558379829746,-0.7455780368065372,Carnivora,Ailuridae,carnivores,Red Panda family
Camelidae,-0.15601017008335613,-0.6615516698539443,-0.7352921268567091,Artiodactyla,Camelidae,"whales, hippos, ruminants, pigs, camels etc.",Camelids
Tragulidae,-0.15323686238389994,-0.6584085678752695,-0.7326651420797176,Artiodactyla,Tragulidae,"whales, hippos, ruminants, pigs, camels etc.",chevrotains
Cervidae,-0.155695087588513,-0.6561830986891323,-0.7319273959574533,Artiodactyla,Cervidae,"whales, hippos, ruminants, pigs, camels etc.",deer
Antilocapridae,-0.1548583354678489,-0.6583710309755204,-0.7324584089686161,Artiodactyla,Antilocapridae,"whales, hippos, ruminants, pigs, camels etc.",pronghorn
Giraffidae,-0.15738024101543577,-0.6547880367140261,-0.7323132473494778,Artiodactyla,Giraffidae,"whales, hippos, ruminants, pigs, camels etc.",giraffes and okapi
Bovidae,-0.158969719730365,-0.6555629272936491,-0.7331001345787543,Artiodactyla,Bovidae,"whales, hippos, ruminants, pigs, camels etc.",cloven-hoofed ruminant mammals
Moschidae,-0.1570646388426622,-0.6589495256137008,-0.7331383497005128,Artiodactyla,Moschidae,"whales, hippos, ruminants, pigs, camels etc.",musk deer
Suidae,-0.1609860993629989,-0.6557591605566542,-0.7351336403794027,Artiodactyla,Suidae,"whales, hippos, ruminants, pigs, camels etc.",boars
Tayassuidae,-0.15470963671594945,-0.6603113269130559,-0.7337013090292757,Artiodactyla,Tayassuidae,"whales, hippos, ruminants, pigs, camels etc.",peccaries
Platanistidae,-0.15856042055477748,-0.6601420106093001,-0.7349466765616671,Artiodactyla,Platanistidae,"whales, hippos, ruminants, pigs, camels etc.",freshwater dolphins
Delphinidae,-0.15867185036495654,-0.6612333146367351,-0.7367782349788343,Artiodactyla,Delphinidae,"whales, hippos, ruminants, pigs, camels etc.",marine dolphins
Phocoenidae,-0.15725909463352877,-0.6609715166539206,-0.7350111343173519,Artiodactyla,Phocoenidae,"whales, hippos, ruminants, pigs, camels etc.",porpoises
Monodontidae,-0.15827664287961105,-0.6617601663959103,-0.7376519467049351,Artiodactyla,Monodontidae,"whales, hippos, ruminants, pigs, camels etc.",narwhal and beluga
Physeteridae,-0.15885781562279266,-0.6605735315697929,-0.7357971192616923,Artiodactyla,Physeteridae,"whales, hippos, ruminants, pigs, camels etc.",sperm whales
Ziphiidae,-0.15781352509613447,-0.6614742564720638,-0.7362335340344621,Artiodactyla,Ziphiidae,"whales, hippos, ruminants, pigs, camels etc.",beaked whales
Lipotidae,-0.15750256811054822,-0.6621003060688805,-0.7375635507964303,Artiodactyla,Lipotidae,"whales, hippos, ruminants, pigs, camels etc.",Lipotidae
Pontoporiidae,-0.15781644036780457,-0.6619039612444299,-0.7373356989597619,Artiodactyla,Pontoporiidae,"whales, hippos, ruminants, pigs, camels etc.",La Plata dolphin
Iniidae,-0.1586699766176974,-0.6602109413267192,-0.7351233932220201,Artiodactyla,Iniidae,"whales, hippos, ruminants, pigs, camels etc.",Iniidae
Eschrichtiidae,-0.15695789096540266,-0.6615986282495623,-0.7357935814019946,Artiodactyla,Eschrichtiidae,"whales, hippos, ruminants, pigs, camels etc.",gray whales
Balaenopteridae,-0.15728510145461955,-0.6621012398236611,-0.73726292194822,Artiodactyla,Balaenopteridae,"whales, hippos, ruminants, pigs, camels etc.",rorquals
Balaenidae,-0.15696003906386732,-0.661996554194692,-0.736635412747837,Artiodactyla,Balaenidae,"whales, hippos, ruminants, pigs, camels etc.",right whales
Neobalaenidae,-0.15721639873479168,-0.6620336084477147,-0.7369728106756956,Artiodactyla,Neobalaenidae,"whales, hippos, ruminants, pigs, camels etc.",Neobalaenidae
Hippopotamidae,-0.15857658219163792,-0.6617054614811166,-0.7382077498431792,Artiodactyla,Hippopotamidae,"whales, hippos, ruminants, pigs, camels etc.",hippopotamids
Tupaiidae,-0.1498704943480559,-0.660897985717333,-0.7390238237286562,Scandentia,Tupaiidae,tree shrews,tree shrews
Lemuridae,-0.14764600076349474,-0.65429415282382,-0.7377934558029529,Primates,Lemuridae,Primates,lemurs
Indriidae,-0.1474379428250922,-0.6550942865858751,-0.7388000723912702,Primates,Indriidae,Primates,Indriidae
Lepilemuridae,-0.14753051842911047,-0.656539552624765,-0.7386647630444669,Primates,Lepilemuridae,Primates,Sportive lemurs
Cheirogaleidae,-0.14763346637387675,-0.6562281223060855,-0.7376822532158466,Primates,Cheirogaleidae,Primates,dwarf and mouse lemurs
Paleopropithecidae,-0.147883458324519,-0.6577025966885416,-0.7380843924016225,Primates,Paleopropithecidae,Primates,sloth lemurs
Daubentoniidae,-0.1486366335157729,-0.6591615242522543,-0.7377022451197178,Primates,Daubentoniidae,Primates,aye-ayes
Lorisidae,-0.14836710092795116,-0.6531364423428017,-0.7364066837524756,Primates,Lorisidae,Primates,lorises
Galagidae,-0.14801388984526895,-0.6540162300739284,-0.7366826900212027,Primates,Galagidae,Primates,galagos
Cebidae,-0.14958253867346222,-0.6593846102373264,-0.7358587593691397,Primates,Cebidae,Primates,capuchin and squirrel monkeys
Aotidae,-0.14960138251198796,-0.659685012627146,-0.7362155305400566,Primates,Aotidae,Primates,owl monkeys
Pitheciidae,-0.14904116172598342,-0.6592972128832875,-0.7367582471338484,Primates,Pitheciidae,Primates,Pitheciidae
Atelidae,-0.14927466361092165,-0.6597106239433019,-0.736913514546204,Primates,Atelidae,Primates,Atelidae
Cercopithecidae,-0.1497085297683145,-0.6573534182504526,-0.7342598582151506,Primates,Cercopithecidae,Primates,Old World monkeys
Hylobatidae,-0.14851405294858985,-0.6574495449090498,-0.7359574161704023,Primates,Hylobatidae,Primates,lesser apes
Hominidae,-0.14863425998071142,-0.6550185995956468,-0.7351963201087666,Primates,Hominidae,Primates,great apes
Tarsiidae,-0.14954230080474315,-0.6603801289700805,-0.7377912544946553,Primates,Tarsiidae,Primates,tarsiers
Cynocephalidae,-0.14960051480562297,-0.6605887798973069,-0.7384679406399994,Dermoptera,Cynocephalidae,flying lemurs,colugos
Ochotonidae,-0.14748057810849702,-0.6548177520550827,-0.740011756402456,Lagomorpha,Ochotonidae,Rabbits and pikas,pikas
Leporidae,-0.14748536924323213,-0.6560492870904516,-0.7399947655002512,Lagomorpha,Leporidae,Rabbits and pikas,rabbits and hares
Hystricidae,-0.1526169561348976,-0.6596764292166402,-0.7448773555982202,Rodentia,Hystricidae,rodent,Old World porcupines
Caviidae,-0.15065655412315018,-0.6604035203278878,-0.7427718967978884,Rodentia,Caviidae,rodent,cavies
Hydrochaeridae,-0.15258796203547248,-0.6615858788679982,-0.7426492280716513,Rodentia,Hydrochaeridae,rodent,Capybara
Chinchillidae,-0.15315053618906374,-0.6614048540998596,-0.7432457837553965,Rodentia,Chinchillidae,rodent,chinchillas
Myocastoridae,-0.15089277693418374,-0.660688939803064,-0.7426234462291087,Rodentia,Myocastoridae,rodent,Myocastoridae
Octodontidae,-0.15118232696783535,-0.6601511549369319,-0.743606069595077,Rodentia,Octodontidae,rodent,Octodontidae
Echimyidae,-0.15338856650186003,-0.6598414070274581,-0.7449986462057249,Rodentia,Echimyidae,rodent,American spiny rats
Ctenodactylidae,-0.15387710174044705,-0.6621941352711392,-0.7420387569544233,Rodentia,Ctenodactylidae,rodent,gundis
Bathyergidae,-0.15270740350135195,-0.6620245621321978,-0.7417911533363749,Rodentia,Bathyergidae,rodent,African mole-rats
Capromyidae,-0.15266450493069278,-0.6588534612530582,-0.7454340212588652,Rodentia,Capromyidae,rodent,hutias
Ctenomyidae,-0.1515803354322775,-0.6608212515627669,-0.7431101128062187,Rodentia,Ctenomyidae,rodent,tuco-tucos
Dasyproctidae,-0.15087756346736828,-0.6597152685703375,-0.7437902917037812,Rodentia,Dasyproctidae,rodent,agoutis and pacas
Erethizontidae,-0.15357697635232612,-0.6589082916065556,-0.7456514561602329,Rodentia,Erethizontidae,rodent,New World porcupines
Thryonomyidae,-0.15323305567789608,-0.6611421979034173,-0.7436457212203111,Rodentia,Thryonomyidae,rodent,cane rats
Petromuridae,-0.15208631427775526,-0.6618746300058971,-0.7415741096624503,Rodentia,Petromuridae,rodent,dassie rat
Abrocomidae,-0.15162896139082402,-0.6615560279025792,-0.7418399809470482,Rodentia,Abrocomidae,rodent,Chinchilla rat
Dinomyidae,-0.15366672181594904,-0.6584484189928814,-0.7458993779750717,Rodentia,Dinomyidae,rodent,pacarana
Laonastidae,-0.15248624906450264,-0.6605948241916159,-0.7439795877990465,Rodentia,Laonastidae,rodent,Laotian rock rat
Cuniculidae,-0.15378837994373423,-0.658432452686819,-0.7459268020344589,Rodentia,Cuniculidae,rodent,paca
Gliridae,-0.15085749598817658,-0.6615952532070628,-0.7400866411262537,Rodentia,Gliridae,rodent,dormice
Aplodontiidae,-0.14903710787480318,-0.6599130372726489,-0.7402258934955008,Rodentia,Aplodontiidae,rodent,Mountain beaver
Sciuridae,-0.15205744203446211,-0.6556120444219573,-0.7461170389929237,Rodentia,Sciuridae,rodent,squirrels
Geomyidae,-0.15361360275604932,-0.6564989541459391,-0.7464742983607603,Rodentia,Geomyidae,rodent,pocket gophers
Heteromyidae,-0.14969698157211953,-0.6606416634581905,-0.740273205649312,Rodentia,Heteromyidae,rodent,Heteromyidae
Castoridae,-0.151314835288759,-0.6552198836315111,-0.7457696078387182,Rodentia,Castoridae,rodent,beavers
Muridae,-0.14837976956100749,-0.6581497121937893,-0.7416416883552026,Rodentia,Muridae,rodent,Muridae
Spalacidae,-0.14931808923149212,-0.6599470446226234,-0.7412029505801695,Rodentia,Spalacidae,rodent,Spalacidae
Calomyscidae,-0.1500287912415828,-0.6585647631110472,-0.743919161055125,Rodentia,Calomyscidae,rodent,Mouse-like hamsters
Nesomyidae,-0.1505681832486408,-0.6577978491753689,-0.7448140464254628,Rodentia,Nesomyidae,rodent,Nesomyidae
Cricetidae,-0.1488745299765379,-0.6568097684052008,-0.743425489046525,Rodentia,Cricetidae,rodent,Cricetidae
Platacanthomyidae,-0.14987622834403289,-0.6599688056627158,-0.7423240425355868,Rodentia,Platacanthomyidae,rodent,Oriental dormice
Dipodidae,-0.15069397470482698,-0.6559479899199789,-0.7453721810120091,Rodentia,Dipodidae,rodent,jerboas
Pedetidae,-0.15397713700399557,-0.6568466045172198,-0.7464648742025055,Rodentia,Pedetidae,rodent,springhares
Anomaluridae,-0.15317871236176162,-0.6551470886237971,-0.7464681393288138,Rodentia,Anomaluridae,rodent,scaly-tailed squirrels
