seqid,x,y,z
GBMNA18526-19,-2.0609534,-2.8457513,-5.571208
GBMNA18442-19,-2.0609534,-2.8457513,-5.571208
GBMNA18445-19,-2.0609534,-2.8457513,-5.571208
GBMNA18463-19,-2.0609534,-2.8457513,-5.571208
GBMNA18437-19,-2.0609534,-2.8457513,-5.571208
GBMNA16929-19,-2.0609534,-2.8457513,-5.571208
GBMNA18502-19,-2.0609534,-2.8457513,-5.571208
GBMNA18454-19,-2.0609534,-2.8457513,-5.571208
GBMNA18471-19,-2.0609534,-2.8457513,-5.571208
GBMNA18476-19,-2.0609534,-2.8457513,-5.571208
GBMNA18452-19,-2.0609534,-2.8457513,-5.571208
GBMNA18488-19,-2.0609534,-2.8457513,-5.571208
GBMNA18469-19,-2.0609534,-2.8457513,-5.571208
GBMNA18462-19,-2.0609534,-2.8457513,-5.571208
GBMNA18478-19,-2.0609534,-2.8457513,-5.571208
GBMNA18493-19,-2.0609534,-2.8457513,-5.571208
GBMNA18458-19,-2.0609534,-2.8457513,-5.571208
GBMNA18530-19,-2.0609534,-2.8457513,-5.571208
GBMNA18514-19,-2.0609534,-2.8457513,-5.571208
GBMNA18492-19,-2.0609534,-2.8457513,-5.571208
GBMNA18528-19,-2.0609534,-2.8457513,-5.571208
GBMNA18511-19,-2.0609534,-2.8457513,-5.571208
GBMNA18477-19,-2.0609534,-2.8457513,-5.571208
GBMNA18443-19,-2.0609534,-2.8457513,-5.571208
GBMNA18417-19,-2.3469515,-3.0249927,-5.704295
GBMNA13230-19,-2.3469515,-3.0249927,-5.704295
GBMNA18422-19,-2.3469515,-3.0249927,-5.704295
GBMNA18420-19,-2.3469515,-3.0249927,-5.704295
GBMNA18419-19,-2.3469515,-3.0249927,-5.704295
GBMNA18433-19,-2.3469515,-3.0249927,-5.704295
GBMNA18430-19,-2.3469515,-3.0249927,-5.704295
GBMNA18426-19,-2.3469515,-3.0249927,-5.704295
GBMNA18428-19,-2.3469515,-3.0249927,-5.704295
GBMNA18429-19,-2.3469515,-3.0249927,-5.704295
GBMNA18427-19,-2.3469515,-3.0249927,-5.704295
GBMNA18432-19,-2.3469515,-3.0249927,-5.704295
GBMNA18424-19,-2.3469515,-3.0249927,-5.704295
GBMNA18431-19,-2.3469515,-3.0249927,-5.704295
GBMNA18423-19,-2.3469515,-3.0249927,-5.704295
GBMNA18416-19,-2.3469515,-3.0249927,-5.704295
GBMNA18421-19,-2.3469515,-3.0249927,-5.704295
GBMNA18425-19,-2.3469515,-3.0249927,-5.704295
GBMNA18418-19,-2.3469515,-3.0249927,-5.704295
GBMNA18575-19,-2.3469515,-3.0249927,-5.704295
GBMA17259-19,-2.1343555,-3.0723774,-5.9995294
GBMA17256-19,-2.1343555,-3.0723774,-5.9995294
GBMA17257-19,-1.7892764,-2.8025348,-5.756098
GBMNA16921-19,-1.7892764,-2.8025348,-5.756098
GBMA17258-19,-1.7892764,-2.8025348,-5.756098
GBMNA13229-19,-2.1908607,-3.0216784,-5.8254232
GBMTG077-16,-2.1908607,-3.0216784,-5.8254232
GBMNA16627-19,-2.1908607,-3.0216784,-5.8254232
GBMTG1341-16,-2.1908607,-3.0216784,-5.8254232
GTENK014-11,-2.1908607,-3.0216784,-5.8254232
GBMA17420-19,2.645288,4.49032,2.226386
GBMTG2010-16,2.645288,4.49032,2.226386
GBMNA13267-19,2.9344826,2.775781,6.8749733
GBMTG3655-16,2.9344826,2.775781,6.8749733
GBMA17437-19,2.831491,2.776141,7.358768
GBMNA13266-19,2.5411787,2.7841723,6.957297
GBMTG1624-16,2.5411787,2.7841723,6.957297
GBMNA13265-19,2.5411787,2.7841723,6.957297
GBMTG4023-16,2.5411787,2.7841723,6.957297
GBMA17381-19,2.5411787,2.7841723,6.957297
GBMTG2642-16,2.5411787,2.7841723,6.957297
GBMNA13263-19,2.69537,3.846055,4.603833
GBMTG170-16,2.69537,3.846055,4.603833
GBMTG3656-16,3.337873,3.8104403,4.7155704
GBMNA13264-19,3.337873,3.8104403,4.7155704
GBMTG3961-16,2.7762098,3.1563556,5.288846
GBMNA13260-19,2.7762098,3.1563556,5.288846
GBMNA18576-19,2.7059305,3.0380597,5.295581
GBMNA13261-19,2.7059305,3.0380597,5.295581
GBMNA13271-19,1.815169,3.0351799,4.7648377
GBMTG3831-16,1.815169,3.0351799,4.7648377
GBMNA13272-19,1.8705047,2.7105935,4.9986367
GBMTG4733-16,1.8705047,2.7105935,4.9986367
GBMTG3909-16,1.7995807,2.6298695,5.2994323
GBMNA13273-19,1.7995807,2.6298695,5.2994323
GBMTG4843-16,1.5869848,2.8971744,4.484591
GBMNA13254-19,1.5869848,2.8971744,4.484591
GBMTG3641-16,2.2253158,2.958987,4.469152
GBMNA13259-19,2.2253158,2.958987,4.469152
GBMA17417-19,2.4700406,2.9333377,4.5512414
GBMNA13258-19,2.4700406,2.9333377,4.5512414
GBMTG3843-16,2.7071922,3.1599967,4.6297817
GBMNA13256-19,2.7071922,3.1599967,4.6297817
GBMA17416-19,2.4962265,3.1074817,4.3153143
GBMNA13257-19,2.5245376,3.087146,4.3479376
GBMTG3841-16,2.5625868,3.0462532,4.582308
GBMNA13255-19,2.5625868,3.0462532,4.582308
GBMTG4842-16,1.3592479,2.6766512,4.9999304
GBMNA13268-19,1.3592479,2.6766512,4.9999304
GBMTG3836-16,1.043379,2.29557,5.414284
GBMNA13269-19,1.043379,2.29557,5.414284
GBMA17404-19,2.2063618,2.9600708,5.653212
GBMA17406-19,2.245552,2.8859534,5.5967193
GBMA17405-19,2.245552,2.8859534,5.5967193
GBMTG3753-16,2.1027162,2.6412666,6.1635547
GBMNA13247-19,2.1027162,2.6412666,6.1635547
GBMNA13248-19,2.1027162,2.6412666,6.1635547
GBMTG2646-16,2.1027162,2.6412666,6.1635547
GBMA17403-19,2.3975468,2.4352195,6.2248497
GBMA17402-19,2.4524622,2.5117035,6.3269434
GBMTG2647-16,2.1565793,2.3193483,5.857088
GBMA17408-19,2.2542088,2.2031195,6.128949
GBMA17407-19,2.1880724,2.1844287,6.167879
GBMA17396-19,2.4678106,2.9041548,6.078104
GBMA17395-19,2.5421867,2.3420587,5.9055204
GBMTG3033-16,2.4880319,2.317427,5.841176
GBMNA13249-19,2.4880319,2.317427,5.841176
GBMA17394-19,2.4880319,2.317427,5.841176
GBMA17243-19,2.232843,3.1394198,5.408015
GBMTG5283-16,2.4639611,3.3264456,5.430303
GBMNA13251-19,2.4639611,3.3264456,5.430303
GBMTG3953-16,2.1985095,3.5636961,5.1154146
GBMNA13253-19,2.1985095,3.5636961,5.1154146
GBMTG3032-16,1.6063818,3.1122406,5.6016026
GBMNA13252-19,1.6063818,3.1122406,5.6016026
GBMA17302-19,-1.851379,-2.9512794,-5.3024178
GBMA17301-19,-1.7104787,-2.8554666,-5.195031
GBMA17347-19,-1.7104787,-2.8554666,-5.195031
GBMA17328-19,-1.7104787,-2.8554666,-5.195031
GBMA17320-19,-1.8234828,-2.8876054,-5.424033
GBMA17327-19,-1.8234828,-2.8876054,-5.424033
GBMA17291-19,-1.806489,-2.920143,-5.364891
GBMA17278-19,-1.9132141,-3.0191865,-5.556545
GBMA17287-19,-1.883831,-2.9305642,-5.456234
GBMA17282-19,-1.8566384,-2.992315,-5.536294
GBMA17299-19,-1.81658,-2.999337,-5.5828347
GBMA17280-19,-1.81658,-2.999337,-5.5828347
GBMA17284-19,-1.6221293,-2.7301643,-5.3004284
GBMA17283-19,-1.7979562,-2.924691,-5.485581
GBMA17300-19,-1.7979562,-2.924691,-5.485581
GBMA17281-19,-1.7979562,-2.924691,-5.485581
GBMA17290-19,-1.7979562,-2.924691,-5.485581
GBMA17294-19,-1.7979562,-2.924691,-5.485581
GBMA17285-19,-1.7979562,-2.924691,-5.485581
GBMA17293-19,-1.7979562,-2.924691,-5.485581
GBMA17295-19,-1.7979562,-2.924691,-5.485581
GBMA17297-19,-1.7979562,-2.924691,-5.485581
GBMA17289-19,-1.7979562,-2.924691,-5.485581
GBMA17296-19,-1.7979562,-2.924691,-5.485581
GBMA17288-19,-1.7979562,-2.924691,-5.485581
GBMA17286-19,-1.7979562,-2.924691,-5.485581
GBMA17298-19,-1.7979562,-2.924691,-5.485581
GBMA17292-19,-1.7027208,-2.9141738,-5.477454
GBMA17303-19,-1.6969342,-2.82816,-5.247757
GBMA17349-19,-1.7711335,-2.917951,-5.319559
GBMA17338-19,-1.7711335,-2.917951,-5.319559
GBMA17330-19,-1.7746944,-2.945178,-5.3182535
GBMA17308-19,-1.9153657,-2.906345,-5.3980293
GBMA17336-19,-2.0886931,-3.1192286,-5.436039
GBMA17307-19,-1.8822563,-2.9286077,-5.487255
GBMA17318-19,-1.6090181,-2.6472201,-5.082964
GBMA17335-19,-1.7208211,-2.6241891,-5.1572247
GBMA17334-19,-1.7208211,-2.6241891,-5.1572247
GBMA17329-19,-1.820207,-2.9249005,-5.3244133
GBMA17337-19,-1.820207,-2.9249005,-5.3244133
GBMA17339-19,-1.820207,-2.9249005,-5.3244133
GBMA17331-19,-1.820207,-2.9249005,-5.3244133
GBMA17333-19,-1.746276,-2.810827,-5.228009
GBMA17343-19,-1.774604,-2.8739274,-5.1832576
GBMA17316-19,-1.774604,-2.8739274,-5.1832576
GBMA17322-19,-1.6788601,-2.7484283,-5.141793
GBMA17326-19,-1.6759899,-2.6504767,-5.137897
GBMA17346-19,-1.7613895,-2.8572824,-5.27448
GBMA17315-19,-1.7613895,-2.8572824,-5.27448
GBMA17342-19,-1.7613895,-2.8572824,-5.27448
GBMA17314-19,-1.7613895,-2.8572824,-5.27448
GBMA17321-19,-1.7613895,-2.8572824,-5.27448
GBMA17324-19,-1.7613895,-2.8572824,-5.27448
GBMA17317-19,-1.7613895,-2.8572824,-5.27448
GBMA17305-19,-1.7613895,-2.8572824,-5.27448
GBMA17319-19,-1.7613895,-2.8572824,-5.27448
GBMA14091-15,-1.7613895,-2.8572824,-5.27448
GBMA17348-19,-1.7613895,-2.8572824,-5.27448
GBMA17340-19,-1.7613895,-2.8572824,-5.27448
GBMA17323-19,-1.7613895,-2.8572824,-5.27448
GBMA17325-19,-1.7613895,-2.8572824,-5.27448
GBMA17332-19,-1.7613895,-2.8572824,-5.27448
GBMA17312-19,-1.7613895,-2.8572824,-5.27448
GBMA17345-19,-1.7613895,-2.8572824,-5.27448
GBMA17313-19,-1.7613895,-2.8572824,-5.27448
GBMA17311-19,-1.7613895,-2.8572824,-5.27448
GBMA17306-19,-1.7613895,-2.8572824,-5.27448
GBMA17341-19,-1.6166174,-2.8044236,-5.2422504
GBMA17304-19,-1.7613895,-2.8572824,-5.27448
GBMA17344-19,-1.7613895,-2.8572824,-5.27448
GBMA17309-19,-1.7800132,-2.8184812,-5.2747307
GBMA17310-19,-1.7800132,-2.8184812,-5.2747307
GBHS36848-19,-1.3055488,-2.543746,-5.4267273
GBHS33426-19,-1.3055488,-2.543746,-5.4267273
GBHS33994-19,-1.3055488,-2.543746,-5.4267273
GBHS35137-19,-1.3055488,-2.543746,-5.4267273
GBHS33939-19,-1.3055488,-2.543746,-5.4267273
GBHS36818-19,-1.3055488,-2.543746,-5.4267273
GBMA17436-19,2.8446093,2.7955663,7.2419286
GBMTG3157-16,-1.5117608,-2.6898475,-6.2527523
GBMNA13245-19,-1.5117608,-2.6898475,-6.2527523
GBMTG1671-16,-1.3582567,-2.6594248,-6.0110655
GBMNA13244-19,-1.3582567,-2.6594248,-6.0110655
GBMNA13243-19,-1.4862919,-2.8110323,-6.12039
GBMTG3986-16,-1.4862919,-2.8110323,-6.12039
GBMNA13239-19,-1.5010799,-2.0815885,-6.106696
GBMA17989-19,-1.5010799,-2.0815885,-6.106696
GBMNA13238-19,-1.8272651,-2.3648217,-6.1858177
GBMNA13237-19,-1.8272651,-2.3648217,-6.1858177
GBMA18002-19,-1.8272651,-2.3648217,-6.1858177
GBMA18000-19,-1.8272651,-2.3648217,-6.1858177
GBMA17995-19,-1.7773927,-2.2152593,-6.3819256
GBMA17997-19,-1.7773927,-2.2152593,-6.3819256
GBMA17991-19,-1.7773927,-2.2152593,-6.3819256
GBMNA13236-19,-1.7773927,-2.2152593,-6.3819256
GBMA17998-19,-1.7773927,-2.2152593,-6.3819256
GBMA17994-19,-1.7773927,-2.2152593,-6.3819256
GBMA17993-19,-1.7773927,-2.2152593,-6.3819256
GBMA17996-19,-1.7730421,-2.2557058,-6.4367595
GBMA17992-19,-1.7773927,-2.2152593,-6.3819256
GBMNA13246-19,-1.2950011,-2.0907464,-6.0840893
GBMTG1673-16,-1.2950011,-2.0907464,-6.0840893
GBMNA13241-19,-1.1278652,-2.669041,-6.327818
GBMTG1675-16,-1.1278652,-2.669041,-6.327818
GBMNA13242-19,-1.1296068,-2.6785252,-6.498498
GBMTG118-16,-1.1296068,-2.6785252,-6.498498
GBMTG1677-16,-1.1498806,-2.51269,-6.246574
GBMNA13240-19,-1.1498806,-2.51269,-6.246574
GBMNA16776-19,-1.6668506,-3.2066126,-5.259036
GBMTG076-16,-1.6668506,-3.2066126,-5.259036
GBMA17824-19,-1.6668506,-3.2066126,-5.259036
GBMA17842-19,-1.6668506,-3.2066126,-5.259036
GBMA17833-19,-1.518034,-3.0981393,-5.3185024
GBMA17826-19,-1.518034,-3.0981393,-5.3185024
GBMNA16787-19,-1.518034,-3.0981393,-5.3185024
GBMA17838-19,-1.518034,-3.0981393,-5.3185024
GBMA17827-19,-1.518034,-3.0981393,-5.3185024
GBMNA16783-19,-1.518034,-3.0981393,-5.3185024
GBMA17846-19,-1.518034,-3.0981393,-5.3185024
GBMNA16788-19,-1.518034,-3.0981393,-5.3185024
GBMNA16774-19,-1.518034,-3.0981393,-5.3185024
GBMA17832-19,-1.518034,-3.0981393,-5.3185024
GBMA17834-19,-1.518034,-3.0981393,-5.3185024
GBMNA16784-19,-1.518034,-3.0981393,-5.3185024
GBMA17830-19,-1.518034,-3.0981393,-5.3185024
GBMA17839-19,-1.518034,-3.0981393,-5.3185024
GBMNA16789-19,-1.518034,-3.0981393,-5.3185024
GBMNA16781-19,-1.518034,-3.0981393,-5.3185024
GBMNA16790-19,-1.518034,-3.0981393,-5.3185024
GBMA17835-19,-1.518034,-3.0981393,-5.3185024
GBMA17847-19,-1.518034,-3.0981393,-5.3185024
GBMA17829-19,-1.518034,-3.0981393,-5.3185024
GBMA17844-19,-1.518034,-3.0981393,-5.3185024
GBMA17825-19,-1.690798,-3.377062,-5.4053516
GBMNA16780-19,-1.690798,-3.377062,-5.4053516
GBMA17840-19,-1.690798,-3.377062,-5.4053516
GBMNA16785-19,-1.690798,-3.377062,-5.4053516
GBMA17843-19,-1.5622697,-3.1525087,-5.5715523
GBMNA16777-19,-1.5622697,-3.1525087,-5.5715523
GBMA17837-19,-1.4673091,-3.072892,-5.6817474
GBMA17828-19,-1.4673091,-3.072892,-5.6817474
GBMNA16778-19,-1.4673091,-3.072892,-5.6817474
GBMNA16794-19,-1.3318743,-3.044563,-5.5429645
GBMA17836-19,-1.3318743,-3.044563,-5.5429645
GBMNA16773-19,-1.5619735,-3.1523187,-5.523588
GBMNA16792-19,-1.5619735,-3.1523187,-5.523588
GBMNA13234-19,-1.5619735,-3.1523187,-5.523588
GBMA17822-19,-1.5619735,-3.1523187,-5.523588
GBMA17845-19,-1.5619735,-3.1523187,-5.523588
GBMA17831-19,-1.6975731,-3.2658508,-5.4717093
GBMNA16779-19,-1.6975731,-3.2658508,-5.4717093
GBMNA16791-19,-1.6975731,-3.2658508,-5.4717093
GBMNA16775-19,-1.6975731,-3.2658508,-5.4717093
GBMNA16772-19,-1.5619735,-3.1523187,-5.523588
GBMNA16786-19,-1.5619735,-3.1523187,-5.523588
GBMA17841-19,-1.5619735,-3.1523187,-5.523588
GBMA17823-19,-1.5619735,-3.1523187,-5.523588
GBMNA16782-19,-1.5619735,-3.1523187,-5.523588
GBMA17360-19,-1.7656804,-3.1465118,-5.144066
GBMA17363-19,-1.7656804,-3.1465118,-5.144066
GTENK002-11,-1.7745094,-3.0809,-5.039799
GBMTG075-16,-1.7745094,-3.0809,-5.039799
GBMA17354-19,-1.741515,-3.1414688,-5.0842466
GBMA17351-19,-1.741515,-3.1414688,-5.0842466
GBMA17370-19,-1.741515,-3.1414688,-5.0842466
GBMA17357-19,-1.741515,-3.1414688,-5.0842466
GBMNA16626-19,-1.741515,-3.1414688,-5.0842466
GBMA17373-19,-1.741515,-3.1414688,-5.0842466
GBMA17352-19,-1.741515,-3.1414688,-5.0842466
GBMA17371-19,-1.741515,-3.1414688,-5.0842466
GBMA17353-19,-1.741515,-3.1414688,-5.0842466
GBMA17359-19,-1.741515,-3.1414688,-5.0842466
GBMA17350-19,-1.741515,-3.1414688,-5.0842466
GBMA17364-19,-1.6205472,-2.9599645,-5.275502
GBMA17358-19,-1.6205472,-2.9599645,-5.275502
GBMA17362-19,-1.6205472,-2.9599645,-5.275502
GBMA17372-19,-1.6205472,-2.9599645,-5.275502
GBMA17366-19,-1.6205472,-2.9599645,-5.275502
GBMA17356-19,-1.7052554,-3.050451,-5.418504
GBMA17376-19,-1.7175518,-3.0852869,-5.2285194
GBMA17374-19,-1.7175518,-3.0852869,-5.2285194
GBMA17368-19,-1.7175518,-3.0852869,-5.2285194
GBMA17375-19,-1.7175518,-3.0852869,-5.2285194
GBMA17361-19,-1.7175518,-3.0852869,-5.2285194
GBMA17355-19,-1.7175518,-3.0852869,-5.2285194
GBMA17365-19,-1.7175518,-3.0852869,-5.2285194
GBMA17369-19,-1.7175518,-3.0852869,-5.2285194
GBMA17367-19,-1.7175518,-3.0852869,-5.2285194
GBMA17267-19,-1.8412045,-3.1875975,-5.437328
GBMA14090-15,-1.8224796,-3.2432313,-5.3154287
GBMA17273-19,-1.8224796,-3.2432313,-5.3154287
GBMA17270-19,-1.6786441,-3.2149293,-5.536262
GBMA17272-19,-1.7151941,-3.1566987,-5.3671227
GBMA17274-19,-1.7151941,-3.1566987,-5.3671227
GBMA17269-19,-1.7957488,-3.228453,-5.407237
GBMA17265-19,-1.7957488,-3.228453,-5.407237
GBMA17275-19,-1.7957488,-3.228453,-5.407237
GBMA17271-19,-1.7957488,-3.228453,-5.407237
GBMA17277-19,-1.7957488,-3.228453,-5.407237
GBMA17264-19,-1.7957488,-3.228453,-5.407237
GBMA17266-19,-1.7957488,-3.228453,-5.407237
GBMA17268-19,-1.7957488,-3.228453,-5.407237
GBMA17276-19,-1.7957488,-3.228453,-5.407237
GBMA17279-19,-1.8182299,-3.056802,-5.5127068
GBHS27502-19,-1.2539977,-2.5063818,-5.30116
GBMNA18203-19,-1.3055488,-2.543746,-5.4267273
GBMA10544-15,-1.262229,-2.5119588,-5.3418727
GBMA13873-15,-1.2292243,-2.5543277,-5.365898
GBHS36104-19,-1.2532493,-2.488249,-5.332822
GBHS30774-19,-1.3187628,-2.5606194,-5.335143
GBHS36367-19,-1.378519,-2.6015663,-5.4010754
GBMA11652-15,-1.3187628,-2.5606194,-5.335143
GBMA11441-15,-1.3187628,-2.5606194,-5.335143
GBMA13207-15,-1.3187628,-2.5606194,-5.335143
GBMA13804-15,-1.3187628,-2.5606194,-5.335143
GBHS17505-19,-1.3187628,-2.5606194,-5.335143
GBMA11735-15,-1.3187628,-2.5606194,-5.335143
GBMA11754-15,-1.3187628,-2.5606194,-5.335143
GBMA11727-15,-1.3187628,-2.5606194,-5.335143
GBHS39712-19,-1.3187628,-2.5606194,-5.335143
GBMA13963-15,-1.3187628,-2.5606194,-5.335143
GBHS32543-19,-1.3495059,-2.5841906,-5.381871
GBMA13847-15,-1.3187628,-2.5606194,-5.335143
GBHS24766-19,-1.2532493,-2.488249,-5.332822
GBHS26219-19,-1.2532493,-2.488249,-5.332822
GBHS34231-19,-1.1596617,-2.4086869,-5.282469
GBHS33936-19,-1.2539977,-2.5063818,-5.30116
GBHS25216-19,-1.3558595,-2.5760725,-5.3433914
GBHS19208-19,-1.3558595,-2.5760725,-5.3433914
GBMA10477-15,-1.2101125,-2.4209945,-5.220639
GBHS40276-19,-1.3739353,-2.5607197,-5.450652
GBMA10469-15,-1.3021958,-2.5132039,-5.2888656
GBMA12995-15,-1.3187628,-2.5606194,-5.335143
GBHS17532-19,-1.3187628,-2.5606194,-5.335143
GBHS17546-19,-1.3187628,-2.5606194,-5.335143
GBHS19718-19,-1.3187628,-2.5606194,-5.335143
GBHS29494-19,-1.3187628,-2.5606194,-5.335143
GBHS30572-19,-1.3187628,-2.5606194,-5.335143
GBMA13385-15,-1.3187628,-2.5606194,-5.335143
GBMA12959-15,-1.3187628,-2.5606194,-5.335143
GBMA11872-15,-1.3187628,-2.5606194,-5.335143
GBHS36421-19,-1.3187628,-2.5606194,-5.335143
GBHS18639-19,-1.3187628,-2.5606194,-5.335143
GBHS28971-19,-1.3187628,-2.5606194,-5.335143
GBHS18538-19,-1.3187628,-2.5606194,-5.335143
GBHS39017-19,-1.3187628,-2.5606194,-5.335143
GBHS39914-19,-1.3187628,-2.5606194,-5.335143
GBMA13308-15,-1.3187628,-2.5606194,-5.335143
GBMA13674-15,-1.3187628,-2.5606194,-5.335143
GBMA11014-15,-1.3187628,-2.5606194,-5.335143
GBMA11949-15,-1.1895026,-2.3070138,-5.219096
GBHS18373-19,-1.2776762,-2.5817819,-5.2945123
GBMA10444-15,-1.262229,-2.5119588,-5.3418727
GBHS33788-19,-1.3187628,-2.5606194,-5.335143
GBHS32653-19,-1.1740087,-2.48594,-5.379262
GBMA12814-15,-1.5374738,-2.636948,-5.3734665
GBHS38913-19,-1.5374738,-2.636948,-5.3734665
GBHS6236-10,-1.4089007,-2.6462562,-5.403671
GBHS25235-19,-1.3558595,-2.5760725,-5.3433914
GBHS33376-19,-1.280689,-2.509061,-5.2896867
GBHS33651-19,-1.3340479,-2.5795596,-5.3502283
GBMA13453-15,-1.2292243,-2.5543277,-5.365898
GBMA11696-15,-1.3187628,-2.5606194,-5.335143
